t,ppm_throttle,ppm_steer,ppm_ch3,ppm_ch4,ppm_ch5,ppm_ch6,ppm_ch7,ppm_ch8,lat,lon,heading,source
1775086965.0912,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.1112,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.1362,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.1512,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.1763,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.1913,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.2163,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.2313,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.2565,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.2712,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.2963,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.3112,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.3362,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.3513,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.3764,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.3917,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
1775086965.4164,1500,1500,1500,1500,1061,1939,1500,1500,20.7276655,-103.56684283,224.12,rc
