t,lat,lon,heading,target_brg,hdg_err,cte,steer_frac,steer_ppm,throttle_ppm,speed_tgt,dist_to_wp,wp_idx,algo,fix_quality,hacc_mm
1774994457.0292,20.72770193,-103.56677388,154.91,182.57,27.66,0.1776,0.766,1117,2000,1.5,1.206,9,stanley,2,-1.0
1774994457.0691,20.72770095,-103.56677355,158.12,184.62,26.5,0.1981,0.758,1121,2000,1.5,1.099,9,stanley,2,-1.0
1774994457.1091,20.72769996,-103.56677329,161.69,186.69,25.0,0.2099,0.734,1133,2000,1.5,0.991,9,stanley,2,-1.0
1774994457.1492,20.72769894,-103.56677311,165.66,188.72,23.06,0.2115,0.692,1154,2000,1.5,0.882,9,stanley,2,-1.0
1774994457.1892,20.72769791,-103.56677301,169.64,190.77,21.13,0.2053,0.644,1178,2000,1.5,0.771,9,stanley,2,-1.0
1774994457.2291,20.72769688,-103.56677298,173.42,192.9,19.48,0.1922,0.596,1202,2000,1.5,0.66,9,stanley,2,-1.0
1774994457.2692,20.72769586,-103.56677302,177.02,195.22,18.2,0.1729,0.552,1224,2000,1.5,0.548,9,stanley,2,-1.0
1774994457.3092,20.72769483,-103.56677311,180.36,197.95,17.59,0.1483,0.518,1241,2000,1.5,0.436,9,stanley,2,-1.0
1774994457.3491,20.72769381,-103.56677325,183.45,201.59,18.15,0.1189,0.504,1248,2000,1.5,0.324,9,stanley,2,-1.0
1774994457.3892,20.72769381,-103.56677325,183.45,201.59,18.15,0.1189,0.504,1248,2000,1.5,0.324,9,stanley,2,-1.0
1774994457.4292,20.7276918,-103.56677368,188.99,223.79,34.8,0.0473,0.774,1113,1500,1.5,0.108,9,stanley,2,-1.0
1774994457.5091,20.72768983,-103.5667743,194.23,223.79,29.56,0.0749,0.722,1139,2000,1.5,1.367,10,stanley,2,-1.0
1774994457.5492,20.72768986,-103.5667744,198.28,223.79,25.51,0.0539,0.614,1193,2000,1.5,1.366,10,stanley,2,-1.0
1774994457.5892,20.72768989,-103.56677449,202.27,223.79,21.52,0.0329,0.508,1246,2000,1.5,1.365,10,stanley,2,-1.0
1774994457.6291,20.72768901,-103.56677506,206.01,223.79,17.78,0.0021,0.398,1301,2000,1.5,1.252,10,stanley,2,-1.0
1774994457.6691,20.72768815,-103.56677566,209.2,223.79,14.59,-0.0319,0.298,1351,2000,1.5,1.141,10,stanley,2,-1.0
1774994457.7091,20.72768731,-103.5667763,211.83,223.79,11.96,-0.0682,0.208,1396,2000,1.5,1.031,10,stanley,2,-1.0
1774994457.7491,20.72768649,-103.56677695,213.89,223.79,9.9,-0.1054,0.132,1434,2000,1.5,0.924,10,stanley,2,-1.0
1774994457.7892,20.72768568,-103.56677762,215.46,223.79,8.33,-0.1429,0.1,1450,2000,1.5,0.819,10,stanley,2,-1.0
1774994457.8292,20.72768487,-103.56677829,216.51,223.79,7.28,-0.1798,0.1,1450,2000,1.5,0.718,10,stanley,2,-1.0
1774994457.8692,20.72768406,-103.56677896,217.19,223.79,6.6,-0.2162,-0.1,1550,2000,1.5,0.62,10,stanley,2,-1.0
1774994457.9091,20.72768326,-103.56677964,217.73,223.79,6.06,-0.2528,-0.1,1550,2000,1.5,0.53,10,stanley,2,-1.0
1774994457.9492,20.72768247,-103.56678033,218.19,223.79,5.6,-0.2901,-0.118,1559,2000,1.5,0.451,10,stanley,2,-1.0
1774994457.9891,20.72768165,-103.56678099,217.7,223.79,6.09,-0.3215,-0.132,1566,2000,1.5,0.387,10,stanley,2,-1.0
1774994458.0291,20.72768083,-103.56678164,217.17,223.79,6.62,-0.3516,-0.144,1572,2000,1.5,0.348,10,stanley,2,-1.0
1774994458.0692,20.72768,-103.56678227,216.53,223.79,7.26,-0.3803,-0.154,1577,2000,1.5,0.342,10,stanley,2,-1.0
1774994458.1091,20.72767916,-103.5667829,215.83,223.79,7.96,-0.4071,-0.16,1580,2000,1.5,0.371,10,stanley,2,-1.0
1774994458.1492,20.72767831,-103.56678351,215.08,223.79,8.71,-0.4321,-0.162,1581,2000,1.5,0.428,10,stanley,2,-1.0
1774994458.1892,20.72767745,-103.56678411,214.24,223.79,9.55,-0.4553,-0.162,1581,2000,1.5,0.504,10,stanley,2,-1.0
1774994458.2292,20.72767659,-103.56678469,213.41,223.79,10.38,-0.4767,-0.16,1580,2000,1.5,0.59,10,stanley,2,-1.0
1774994458.2691,20.72767572,-103.56678527,212.57,223.79,11.22,-0.4965,-0.156,1578,2000,1.5,0.684,10,stanley,2,-1.0
1774994458.3091,20.72767484,-103.56678582,211.71,223.79,12.08,-0.5145,-0.152,1576,2000,1.5,0.782,10,stanley,2,-1.0
1774994458.3491,20.72767395,-103.56678637,210.87,223.79,12.92,-0.531,-0.144,1572,2000,1.5,0.884,10,stanley,2,-1.0
1774994458.3891,20.72767305,-103.5667869,210.05,223.79,13.74,-0.5459,-0.138,1569,2000,1.5,0.987,10,stanley,2,-1.0
1774994458.4291,20.72767215,-103.56678741,209.22,223.79,14.57,-0.5593,-0.13,1565,2000,1.5,1.092,10,stanley,2,-1.0
1774994458.4693,20.72767124,-103.56678792,208.48,223.79,15.3,-0.5714,-0.122,1561,2000,1.5,1.198,10,stanley,2,-1.0
1774994458.5091,20.72767033,-103.56678841,207.75,223.79,16.04,-0.5823,-0.114,1557,2000,1.5,1.305,10,stanley,2,-1.0
1774994458.5492,20.72766941,-103.56678889,207.06,223.79,16.73,-0.592,-0.106,1553,2000,1.5,1.412,10,stanley,2,-1.0
1774994458.5892,20.72766849,-103.56678936,206.44,223.79,17.35,-0.6007,-0.1,1550,2000,1.5,1.521,10,stanley,2,-1.0
1774994458.6292,20.72766756,-103.56678983,205.81,223.79,17.98,-0.6084,-0.1,1550,2000,1.5,1.629,10,stanley,2,-1.0
1774994458.6692,20.72766663,-103.56679028,205.26,223.79,18.53,-0.6152,-0.1,1550,2000,1.5,1.738,10,stanley,2,-1.0
1774994458.7091,20.7276657,-103.56679073,204.72,223.79,19.07,-0.6211,-0.1,1550,2000,1.5,1.847,10,stanley,2,-1.0
1774994458.7492,20.72766476,-103.56679116,204.21,223.79,19.58,-0.6259,-0.1,1550,2000,1.5,1.957,10,stanley,2,-1.0
1774994458.7893,20.72766382,-103.56679159,203.67,223.79,20.12,-0.6298,-0.1,1550,2000,1.5,2.067,10,stanley,2,-1.0
1774994458.8292,20.72766288,-103.566792,203.16,223.79,20.63,-0.6325,-0.1,1550,2000,1.5,2.176,10,stanley,2,-1.0
1774994458.8694,20.72766193,-103.56679241,202.6,223.79,21.19,-0.6341,-0.1,1550,2000,1.5,2.286,10,stanley,2,-1.0
1774994458.9092,20.72766097,-103.56679281,202.09,223.79,21.7,-0.6348,-0.1,1550,2000,1.5,2.396,10,stanley,2,-1.0
1774994458.9492,20.72766002,-103.5667932,201.55,223.79,22.24,-0.6343,-0.1,1550,2000,1.5,2.507,10,stanley,2,-1.0
1774994458.9892,20.72765906,-103.56679358,201.01,223.79,22.78,-0.6328,-0.1,1550,2000,1.5,2.617,10,stanley,2,-1.0
1774994459.0292,20.7276581,-103.56679395,200.48,223.79,23.31,-0.6303,0.1,1450,2000,1.5,2.727,10,stanley,2,-1.0
1774994459.0692,20.72765713,-103.56679431,199.95,223.79,23.84,-0.6266,0.1,1450,2000,1.5,2.837,10,stanley,2,-1.0
1774994459.1091,20.72765616,-103.56679466,199.39,223.79,24.4,-0.622,0.1,1450,2000,1.5,2.947,10,stanley,2,-1.0
1774994459.1491,20.72765521,-103.56679505,199.92,223.79,23.87,-0.6238,0.1,1450,2000,1.5,3.059,10,stanley,2,-1.0
1774994459.1892,20.72765425,-103.56679544,200.45,223.79,23.34,-0.6267,0.1,1450,2000,1.5,3.171,10,stanley,2,-1.0
1774994459.2292,20.7276533,-103.56679584,200.95,223.79,22.84,-0.6305,0.1,1450,2000,1.5,3.283,10,stanley,2,-1.0
1774994459.2691,20.72765235,-103.56679625,201.44,223.79,22.35,-0.6353,-0.1,1550,2000,1.5,3.395,10,stanley,2,-1.0
1774994459.3092,20.72765141,-103.56679668,201.97,223.79,21.82,-0.6412,-0.1,1550,2000,1.5,3.507,10,stanley,2,-1.0
1774994459.3491,20.72765047,-103.56679711,202.48,223.79,21.31,-0.6481,-0.1,1550,2000,1.5,3.62,10,stanley,2,-1.0
1774994459.3891,20.72764952,-103.5667975,201.94,223.79,21.85,-0.6484,-0.1,1550,2000,1.5,3.732,10,stanley,2,-1.0
1774994459.4291,20.72764952,-103.5667975,201.94,223.79,21.85,-0.6484,-0.1,1550,2000,1.5,3.732,10,stanley,2,-1.0
1774994459.4698,20.7276476,-103.56679827,200.87,223.79,22.92,-0.646,-0.1,1550,2000,1.5,3.957,10,stanley,2,-1.0
1774994459.5092,20.72764664,-103.56679863,200.34,223.79,23.45,-0.6432,0.1,1450,2000,1.5,4.069,10,stanley,2,-1.0
1774994459.5492,20.72764567,-103.56679899,199.82,223.79,23.97,-0.6393,0.1,1450,2000,1.5,4.181,10,stanley,2,-1.0
1774994459.5892,20.7276447,-103.56679934,199.29,223.79,24.5,-0.6345,0.1,1450,2000,1.5,4.292,10,stanley,2,-1.0
1774994459.6292,20.7276447,-103.56679934,199.29,223.79,24.5,-0.6345,0.1,1450,2000,1.5,4.292,10,stanley,2,-1.0
1774994459.6692,20.72764279,-103.56680012,200.3,223.79,23.49,-0.6386,0.1,1450,2000,1.5,4.518,10,stanley,2,-1.0
1774994459.7091,20.72764184,-103.56680052,200.84,223.79,22.95,-0.6423,-0.1,1550,2000,1.5,4.631,10,stanley,2,-1.0
1774994459.7491,20.72764089,-103.56680093,201.34,223.79,22.45,-0.6469,-0.1,1550,2000,1.5,4.744,10,stanley,2,-1.0
1774994459.7892,20.72763994,-103.56680134,201.83,223.79,21.96,-0.6524,-0.1,1550,2000,1.5,4.857,10,stanley,2,-1.0
1774994459.8292,20.72763899,-103.56680173,201.32,223.79,22.47,-0.6516,-0.1,1550,2000,1.5,4.97,10,stanley,2,-1.0
1774994459.8691,20.72763803,-103.5668021,200.77,223.79,23.02,-0.6495,-0.1,1550,2000,1.5,5.082,10,stanley,2,-1.0
1774994459.9092,20.72763706,-103.56680247,200.24,223.79,23.55,-0.6466,0.1,1450,2000,1.5,5.195,10,stanley,2,-1.0
1774994459.9492,20.7276361,-103.56680283,199.74,223.79,24.05,-0.6426,0.1,1450,2000,1.5,5.307,10,stanley,2,-1.0
1774994459.9891,20.72763513,-103.56680317,199.17,223.79,24.62,-0.6374,0.1,1450,2000,1.5,5.42,10,stanley,2,-1.0
1774994460.0292,20.72763417,-103.56680355,199.71,223.79,24.08,-0.6388,0.1,1450,2000,1.5,5.533,10,stanley,2,-1.0
1774994460.0692,20.72763321,-103.56680394,200.21,223.79,23.58,-0.6412,0.1,1450,2000,1.5,5.646,10,stanley,2,-1.0
1774994460.1092,20.72763226,-103.56680434,200.7,223.79,23.09,-0.6445,-0.1,1550,2000,1.5,5.759,10,stanley,2,-1.0
1774994460.1491,20.72763131,-103.56680475,201.23,223.79,22.56,-0.6489,-0.1,1550,2000,1.5,5.872,10,stanley,2,-1.0
1774994460.1891,20.72763037,-103.56680517,201.76,223.79,22.03,-0.6544,-0.1,1550,2000,1.5,5.986,10,stanley,2,-1.0
1774994460.2291,20.72762941,-103.56680555,201.19,223.79,22.6,-0.6532,-0.1,1550,2000,1.5,6.099,10,stanley,2,-1.0
1774994460.2691,20.72762845,-103.56680592,200.69,223.79,23.1,-0.6511,-0.1,1550,2000,1.5,6.212,10,stanley,2,-1.0
1774994460.3091,20.72762748,-103.56680629,200.16,223.79,23.63,-0.648,0.1,1450,2000,1.5,6.325,10,stanley,2,-1.0
1774994460.3491,20.72762652,-103.56680664,199.64,223.79,24.15,-0.6437,0.1,1450,2000,1.5,6.437,10,stanley,2,-1.0
1774994460.3891,20.72762555,-103.56680699,199.08,223.79,24.71,-0.6383,0.1,1450,2000,1.5,6.55,10,stanley,2,-1.0
1774994460.4291,20.72762459,-103.56680737,199.6,223.79,24.19,-0.6395,0.1,1450,2000,1.5,6.663,10,stanley,2,-1.0
1774994460.4691,20.72762363,-103.56680775,200.12,223.79,23.67,-0.6416,0.1,1450,2000,1.5,6.777,10,stanley,2,-1.0
1774994460.5093,20.72762268,-103.56680815,200.62,223.79,23.17,-0.6448,0.0,1500,2000,1.5,6.89,10,stanley,2,-1.0
1774994460.5492,20.72762173,-103.56680856,201.13,223.79,22.66,-0.649,-0.1,1550,2000,1.5,7.003,10,stanley,2,-1.0
1774994460.5892,20.72762078,-103.56680897,201.65,223.79,22.14,-0.6542,-0.1,1550,2000,1.5,7.117,10,stanley,2,-1.0
1774994460.6291,20.72761983,-103.56680937,201.65,223.79,22.14,-0.6567,-0.1,1550,2000,1.5,7.23,10,stanley,2,-1.0
1774994460.6691,20.72761887,-103.56680976,201.1,223.79,22.69,-0.6554,-0.1,1550,2000,1.5,7.344,10,stanley,2,-1.0
1774994460.7091,20.72761791,-103.56681013,200.59,223.79,23.2,-0.6531,-0.1,1550,2000,1.5,7.457,10,stanley,2,-1.0
1774994460.7492,20.72761695,-103.56681049,200.03,223.79,23.76,-0.6496,0.1,1450,2000,1.5,7.57,10,stanley,2,-1.0
1774994460.7892,20.72761598,-103.56681084,199.5,223.79,24.29,-0.645,0.1,1450,2000,1.5,7.683,10,stanley,2,-1.0
1774994460.8293,20.72761501,-103.56681119,199.0,223.79,24.79,-0.6397,0.1,1450,2000,1.5,7.796,10,stanley,2,-1.0
1774994460.8691,20.72761405,-103.56681156,199.5,223.79,24.29,-0.6406,0.1,1450,2000,1.5,7.909,10,stanley,2,-1.0
1774994460.9091,20.72761309,-103.56681195,200.0,223.79,23.79,-0.6425,0.1,1450,2000,1.5,8.022,10,stanley,2,-1.0
1774994460.9492,20.72761214,-103.56681234,200.51,223.79,23.28,-0.6455,0.0,1500,2000,1.5,8.136,10,stanley,2,-1.0
1774994460.9892,20.72761119,-103.56681275,201.02,223.79,22.77,-0.6494,-0.1,1550,2000,1.5,8.249,10,stanley,2,-1.0
1774994461.0292,20.72761024,-103.56681316,201.54,223.79,22.25,-0.6545,-0.1,1550,2000,1.5,8.363,10,stanley,2,-1.0
1774994461.0692,20.72760929,-103.56681356,201.52,223.79,22.27,-0.6567,-0.1,1550,2000,1.5,8.476,10,stanley,2,-1.0
1774994461.1091,20.72760833,-103.56681394,200.99,223.79,22.8,-0.6552,-0.1,1550,2000,1.5,8.59,10,stanley,2,-1.0
1774994461.1492,20.72760737,-103.56681431,200.48,223.79,23.31,-0.6527,-0.1,1550,2000,1.5,8.703,10,stanley,2,-1.0
1774994461.1892,20.7276064,-103.56681467,199.95,223.79,23.84,-0.6492,0.1,1450,2000,1.5,8.816,10,stanley,2,-1.0
1774994461.2292,20.72760543,-103.56681502,199.39,223.79,24.4,-0.6443,0.1,1450,2000,1.5,8.929,10,stanley,2,-1.0
1774994461.2691,20.72760446,-103.56681536,198.87,223.79,24.92,-0.6386,0.1,1450,2000,1.5,9.042,10,stanley,2,-1.0
1774994461.3092,20.7276035,-103.56681574,199.38,223.79,24.41,-0.6394,0.1,1450,2000,1.5,9.156,10,stanley,2,-1.0
1774994461.3491,20.72760254,-103.56681612,199.88,223.79,23.91,-0.641,0.1,1450,2000,1.5,9.269,10,stanley,2,-1.0
1774994461.3892,20.72760206,-103.56681631,199.54,223.79,24.25,-0.641,0.1,1450,2000,1.5,9.326,10,stanley,2,-1.0
1774994461.4291,20.72760064,-103.56681692,200.9,223.79,22.89,-0.6476,-0.1,1550,2000,1.5,9.496,10,stanley,2,-1.0
1774994461.4691,20.72759969,-103.56681733,201.4,223.79,22.39,-0.6524,-0.1,1550,2000,1.5,9.61,10,stanley,2,-1.0
1774994461.5091,20.72759875,-103.56681775,201.95,223.79,21.84,-0.6584,-0.1,1550,2000,1.5,9.724,10,stanley,2,-1.0
1774994461.5492,20.72759779,-103.56681814,201.41,223.79,22.38,-0.6575,-0.1,1550,2000,1.5,9.837,10,stanley,2,-1.0
1774994461.5945,20.72759683,-103.56681851,200.87,223.79,22.92,-0.6558,-0.1,1550,2000,1.5,9.951,10,stanley,2,-1.0
1774994461.6291,20.72759587,-103.56681888,200.34,223.79,23.45,-0.653,0.0,1500,2000,1.5,10.064,10,stanley,2,-1.0
1774994461.6692,20.7275949,-103.56681924,199.8,223.79,23.99,-0.649,0.1,1450,2000,1.5,10.177,10,stanley,2,-1.0
1774994461.7092,20.72759393,-103.56681959,199.28,223.79,24.51,-0.6442,0.1,1450,2000,1.5,10.29,10,stanley,2,-1.0
1774994461.7489,20.72759297,-103.56681995,199.26,223.79,24.53,-0.642,0.1,1450,2000,1.5,10.404,10,stanley,2,-1.0
1774994461.7892,20.72759201,-103.56682033,199.78,223.79,24.01,-0.6436,0.1,1450,2000,1.5,10.517,10,stanley,2,-1.0
1774994461.8292,20.72759105,-103.56682072,200.3,223.79,23.49,-0.6461,0.1,1450,2000,1.5,10.631,10,stanley,2,-1.0
1774994461.8691,20.7275901,-103.56682112,200.84,223.79,22.95,-0.6498,-0.1,1550,2000,1.5,10.744,10,stanley,2,-1.0
1774994461.9091,20.72758915,-103.56682153,201.32,223.79,22.47,-0.6543,-0.1,1550,2000,1.5,10.858,10,stanley,2,-1.0
1774994461.9491,20.72758821,-103.56682195,201.83,223.79,21.96,-0.6598,-0.1,1550,2000,1.5,10.972,10,stanley,2,-1.0
1774994461.9891,20.72758725,-103.56682234,201.29,223.79,22.5,-0.659,-0.1,1550,2000,1.5,11.085,10,stanley,2,-1.0
1774994462.0291,20.72758629,-103.56682271,200.77,223.79,23.02,-0.6569,-0.1,1550,2000,1.5,11.199,10,stanley,2,-1.0
1774994462.0692,20.72758533,-103.56682308,200.23,223.79,23.56,-0.6539,0.1,1450,2000,1.5,11.312,10,stanley,2,-1.0
1774994462.1091,20.72758436,-103.56682343,199.71,223.79,24.08,-0.65,0.1,1450,2000,1.5,11.425,10,stanley,2,-1.0
1774994462.1491,20.72758339,-103.56682378,199.18,223.79,24.61,-0.6448,0.1,1450,2000,1.5,11.539,10,stanley,2,-1.0
1774994462.1891,20.72758243,-103.56682416,199.67,223.79,24.12,-0.646,0.1,1450,2000,1.5,11.652,10,stanley,2,-1.0
1774994462.2291,20.72758148,-103.56682455,200.21,223.79,23.58,-0.6484,0.1,1450,2000,1.5,11.766,10,stanley,2,-1.0
1774994462.2691,20.72758053,-103.56682495,200.73,223.79,23.06,-0.6519,-0.1,1550,2000,1.5,11.879,10,stanley,2,-1.0
1774994462.3091,20.72757958,-103.56682535,201.23,223.79,22.56,-0.6563,-0.1,1550,2000,1.5,11.993,10,stanley,2,-1.0
1774994462.3491,20.72757863,-103.56682577,201.73,223.79,22.06,-0.6616,-0.1,1550,2000,1.5,12.107,10,stanley,2,-1.0
1774994462.3891,20.72757767,-103.56682615,201.2,223.79,22.59,-0.6605,-0.1,1550,2000,1.5,12.22,10,stanley,2,-1.0
1774994462.4291,20.72757671,-103.56682653,200.69,223.79,23.1,-0.6583,-0.1,1550,2000,1.5,12.334,10,stanley,2,-1.0
1774994462.4692,20.72757575,-103.56682689,200.13,223.79,23.66,-0.655,0.1,1450,2000,1.5,12.447,10,stanley,2,-1.0
1774994462.5092,20.72757478,-103.56682724,199.6,223.79,24.19,-0.6507,0.1,1450,2000,1.5,12.561,10,stanley,2,-1.0
1774994462.5491,20.72757381,-103.56682759,199.07,223.79,24.72,-0.6455,0.1,1450,2000,1.5,12.674,10,stanley,2,-1.0
1774994462.5891,20.72757285,-103.56682797,199.56,223.79,24.23,-0.6465,0.1,1450,2000,1.5,12.787,10,stanley,2,-1.0
1774994462.6291,20.72757237,-103.56682816,199.27,223.79,24.52,-0.6465,0.1,1450,2000,1.5,12.844,10,stanley,2,-1.0
1774994462.6698,20.72757094,-103.56682875,200.6,223.79,23.19,-0.6518,-0.1,1550,2000,1.5,13.015,10,stanley,2,-1.0
1774994462.7091,20.72756999,-103.56682916,201.11,223.79,22.68,-0.656,-0.1,1550,2000,1.5,13.128,10,stanley,2,-1.0
1774994462.7491,20.72756905,-103.56682957,201.62,223.79,22.17,-0.6612,-0.1,1550,2000,1.5,13.242,10,stanley,2,-1.0
1774994462.7891,20.72756809,-103.56682996,201.08,223.79,22.71,-0.6598,-0.1,1550,2000,1.5,13.356,10,stanley,2,-1.0
1774994462.8291,20.72756713,-103.56683033,200.59,223.79,23.2,-0.6576,-0.1,1550,2000,1.5,13.469,10,stanley,2,-1.0
1774994462.8691,20.72756616,-103.56683069,200.03,223.79,23.76,-0.654,0.1,1450,2000,1.5,13.583,10,stanley,2,-1.0
1774994462.9091,20.72756519,-103.56683104,199.5,223.79,24.29,-0.6496,0.1,1450,2000,1.5,13.696,10,stanley,2,-1.0
1774994462.9491,20.72756422,-103.56683138,198.97,223.79,24.82,-0.644,0.1,1450,2000,1.5,13.809,10,stanley,2,-1.0
1774994462.9891,20.72756326,-103.56683176,199.5,223.79,24.29,-0.645,0.1,1450,2000,1.5,13.923,10,stanley,2,-1.0
1774994463.0291,20.7275623,-103.56683215,199.98,223.79,23.81,-0.6468,0.1,1450,2000,1.5,14.037,10,stanley,2,-1.0
1774994463.0691,20.72756135,-103.56683254,200.52,223.79,23.27,-0.6499,-0.1,1550,2000,1.5,14.15,10,stanley,2,-1.0
1774994463.1091,20.7275604,-103.56683294,201.02,223.79,22.77,-0.6538,-0.1,1550,2000,1.5,14.264,10,stanley,2,-1.0
1774994463.1491,20.72755945,-103.56683336,201.5,223.79,22.29,-0.6587,-0.1,1550,2000,1.5,14.378,10,stanley,2,-1.0
1774994463.1891,20.7275585,-103.56683374,200.98,223.79,22.81,-0.6572,-0.1,1550,2000,1.5,14.491,10,stanley,2,-1.0
1774994463.2291,20.72755753,-103.56683411,200.45,223.79,23.34,-0.6546,-0.1,1550,2000,1.5,14.605,10,stanley,2,-1.0
1774994463.2691,20.72755657,-103.56683447,199.92,223.79,23.87,-0.651,0.1,1450,2000,1.5,14.718,10,stanley,2,-1.0
1774994463.3091,20.7275556,-103.56683482,199.38,223.79,24.41,-0.6463,0.1,1450,2000,1.5,14.832,10,stanley,2,-1.0
1774994463.3491,20.72755463,-103.56683516,198.87,223.79,24.92,-0.6406,0.1,1450,2000,1.5,14.945,10,stanley,2,-1.0
1774994463.3891,20.72755367,-103.56683553,199.39,223.79,24.4,-0.6413,0.1,1450,2000,1.5,15.059,10,stanley,2,-1.0
1774994463.4291,20.72755367,-103.56683553,199.39,223.79,24.4,-0.6413,0.1,1450,2000,1.5,15.059,10,stanley,2,-1.0
1774994463.4692,20.72755175,-103.56683631,200.42,223.79,23.37,-0.6458,0.1,1450,2000,1.5,15.286,10,stanley,2,-1.0
1774994463.5091,20.7275508,-103.56683671,200.91,223.79,22.87,-0.6495,-0.1,1550,2000,1.5,15.399,10,stanley,2,-1.0
1774994463.5491,20.72754986,-103.56683712,201.41,223.79,22.38,-0.6543,-0.1,1550,2000,1.5,15.513,10,stanley,2,-1.0
1774994463.5891,20.72754891,-103.56683754,201.91,223.79,21.88,-0.66,-0.1,1550,2000,1.5,15.627,10,stanley,2,-1.0
1774994463.6291,20.72754891,-103.56683754,201.91,223.79,21.88,-0.66,-0.1,1550,2000,1.5,15.627,10,stanley,2,-1.0
1774994463.6691,20.72754699,-103.56683831,200.84,223.79,22.95,-0.6574,-0.1,1550,2000,1.5,15.854,10,stanley,2,-1.0
1774994463.7091,20.72754603,-103.56683867,200.31,223.79,23.48,-0.6547,-0.1,1550,2000,1.5,15.968,10,stanley,2,-1.0
1774994463.7491,20.72754507,-103.56683903,199.8,223.79,23.99,-0.6509,0.1,1450,2000,1.5,16.081,10,stanley,2,-1.0
1774994463.7891,20.7275441,-103.56683938,199.28,223.79,24.51,-0.6459,0.1,1450,2000,1.5,16.195,10,stanley,2,-1.0
1774994463.8291,20.72754312,-103.56683972,198.75,223.79,25.04,-0.6399,0.1,1450,2000,1.5,16.308,10,stanley,2,-1.0
1774994463.8691,20.72754216,-103.56684009,199.25,223.79,24.54,-0.6403,0.1,1450,2000,1.5,16.421,10,stanley,2,-1.0
1774994463.9091,20.7275412,-103.56684047,199.77,223.79,24.02,-0.6418,0.1,1450,2000,1.5,16.535,10,stanley,2,-1.0
1774994463.9491,20.72754025,-103.56684086,200.27,223.79,23.52,-0.6442,0.1,1450,2000,1.5,16.649,10,stanley,2,-1.0
1774994463.9891,20.7275393,-103.56684126,200.8,223.79,22.99,-0.6479,-0.1,1550,2000,1.5,16.763,10,stanley,2,-1.0
1774994464.0291,20.72753835,-103.56684167,201.31,223.79,22.48,-0.6523,-0.1,1550,2000,1.5,16.876,10,stanley,2,-1.0
1774994464.0691,20.7275374,-103.56684209,201.79,223.79,22.0,-0.6578,-0.1,1550,2000,1.5,16.99,10,stanley,2,-1.0
1774994464.1091,20.72753645,-103.56684248,201.26,223.79,22.53,-0.6568,-0.1,1550,2000,1.5,17.104,10,stanley,2,-1.0
1774994464.1491,20.72753548,-103.56684285,200.77,223.79,23.02,-0.6549,-0.1,1550,2000,1.5,17.217,10,stanley,2,-1.0
1774994464.1891,20.72753452,-103.56684322,200.19,223.79,23.6,-0.6517,0.1,1450,2000,1.5,17.331,10,stanley,2,-1.0
1774994464.2291,20.72753355,-103.56684357,199.67,223.79,24.12,-0.6476,0.1,1450,2000,1.5,17.444,10,stanley,2,-1.0
1774994464.2691,20.72753258,-103.56684392,199.15,223.79,24.64,-0.6425,0.1,1450,2000,1.5,17.558,10,stanley,2,-1.0
1774994464.3091,20.72753163,-103.5668443,199.64,223.79,24.15,-0.6437,0.1,1450,2000,1.5,17.671,10,stanley,2,-1.0
1774994464.3491,20.72753067,-103.56684469,200.16,223.79,23.63,-0.646,0.1,1450,2000,1.5,17.785,10,stanley,2,-1.0
1774994464.3891,20.72752972,-103.56684508,200.69,223.79,23.1,-0.6493,-0.1,1550,2000,1.5,17.899,10,stanley,2,-1.0
1774994464.4291,20.72752972,-103.56684508,200.69,223.79,23.1,-0.6493,-0.1,1550,2000,1.5,17.899,10,stanley,2,-1.0
1774994464.4691,20.72752782,-103.56684591,201.68,223.79,22.11,-0.6589,-0.1,1550,2000,1.5,18.126,10,stanley,2,-1.0
1774994464.5091,20.72752686,-103.56684629,201.17,223.79,22.62,-0.6578,-0.1,1550,2000,1.5,18.24,10,stanley,2,-1.0
1774994464.5491,20.7275259,-103.56684666,200.63,223.79,23.16,-0.6555,-0.1,1550,2000,1.5,18.353,10,stanley,2,-1.0
1774994464.5891,20.72752494,-103.56684703,200.1,223.79,23.69,-0.6523,0.1,1450,2000,1.5,18.467,10,stanley,2,-1.0
1774994464.6291,20.72752397,-103.56684738,199.57,223.79,24.22,-0.6479,0.1,1450,2000,1.5,18.58,10,stanley,2,-1.0
1774994464.6691,20.727523,-103.56684772,199.05,223.79,24.74,-0.6425,0.1,1450,2000,1.5,18.694,10,stanley,2,-1.0
1774994464.7091,20.72752204,-103.5668481,199.56,223.79,24.23,-0.6435,0.1,1450,2000,1.5,18.807,10,stanley,2,-1.0
1774994464.7491,20.72752109,-103.56684849,200.09,223.79,23.7,-0.6457,0.1,1450,2000,1.5,18.921,10,stanley,2,-1.0
1774994464.7891,20.72752013,-103.56684888,200.59,223.79,23.2,-0.6488,-0.1,1550,2000,1.5,19.035,10,stanley,2,-1.0
1774994464.8291,20.72751918,-103.56684929,201.08,223.79,22.71,-0.6528,-0.1,1550,2000,1.5,19.148,10,stanley,2,-1.0
1774994464.8691,20.72751824,-103.5668497,201.61,223.79,22.18,-0.658,-0.1,1550,2000,1.5,19.262,10,stanley,2,-1.0
1774994464.9091,20.72751728,-103.56685008,201.05,223.79,22.74,-0.6565,-0.1,1550,2000,1.5,19.376,10,stanley,2,-1.0
