t,lat,lon,heading,target_brg,hdg_err,cte,steer_frac,steer_ppm,throttle_ppm,speed_tgt,dist_to_wp,wp_idx,algo,fix_quality,hacc_mm
1774994464.9491,20.72751632,-103.56685046,200.54,223.79,23.25,-0.6542,-0.1,1550,2000,1.5,19.489,10,stanley,2,-1.0
1774994464.9891,20.72751535,-103.56685082,200.0,223.79,23.79,-0.6507,0.1,1450,2000,1.5,19.603,10,stanley,2,-1.0
1774994465.0292,20.72751438,-103.56685117,199.46,223.79,24.33,-0.646,0.1,1450,2000,1.5,19.716,10,stanley,2,-1.0
1774994465.0691,20.72751341,-103.56685151,198.94,223.79,24.85,-0.6404,0.1,1450,2000,1.5,19.83,10,stanley,2,-1.0
1774994465.1091,20.72751245,-103.56685189,199.42,223.79,24.36,-0.6413,0.1,1450,2000,1.5,19.943,10,stanley,2,-1.0
1774994465.1491,20.72751149,-103.56685227,199.98,223.79,23.81,-0.6432,0.1,1450,2000,1.5,20.057,10,stanley,2,-1.0
1774994465.1891,20.72751054,-103.56685267,200.46,223.79,23.33,-0.646,0.1,1450,2000,1.5,20.171,10,stanley,2,-1.0
1774994465.2291,20.72750959,-103.56685307,200.98,223.79,22.81,-0.65,-0.1,1550,2000,1.5,20.285,10,stanley,2,-1.0
1774994465.2691,20.72750864,-103.56685348,201.47,223.79,22.32,-0.6548,-0.1,1550,2000,1.5,20.398,10,stanley,2,-1.0
1774994465.3091,20.7275077,-103.5668539,201.98,223.79,21.81,-0.6608,-0.1,1550,2000,1.5,20.512,10,stanley,2,-1.0
1774994465.3491,20.72750674,-103.56685429,201.47,223.79,22.32,-0.6603,-0.1,1550,2000,1.5,20.626,10,stanley,2,-1.0
1774994465.3891,20.72750578,-103.56685467,200.95,223.79,22.84,-0.6586,-0.1,1550,2000,1.5,20.739,10,stanley,2,-1.0
1774994465.4291,20.72750482,-103.56685504,200.41,223.79,23.38,-0.6559,-0.1,1550,2000,1.5,20.853,10,stanley,2,-1.0
1774994465.4691,20.72750385,-103.5668554,199.88,223.79,23.91,-0.6522,0.1,1450,2000,1.5,20.966,10,stanley,2,-1.0
1774994465.5091,20.72750288,-103.56685575,199.35,223.79,24.44,-0.6473,0.1,1450,2000,1.5,21.08,10,stanley,2,-1.0
1774994465.5491,20.72750191,-103.56685609,198.8,223.79,24.99,-0.6415,0.1,1450,2000,1.5,21.193,10,stanley,2,-1.0
1774994465.5891,20.72750095,-103.56685646,199.32,223.79,24.47,-0.6421,0.1,1450,2000,1.5,21.307,10,stanley,2,-1.0
1774994465.6291,20.72749999,-103.56685684,199.85,223.79,23.94,-0.6437,0.1,1450,2000,1.5,21.421,10,stanley,2,-1.0
1774994465.6691,20.72749904,-103.56685724,200.34,223.79,23.45,-0.6464,0.1,1450,2000,1.5,21.534,10,stanley,2,-1.0
1774994465.7101,20.72749904,-103.56685724,200.34,223.79,23.45,-0.6464,0.1,1450,2000,1.5,21.534,10,stanley,2,-1.0
1774994465.749,20.72749714,-103.56685805,201.37,223.79,22.42,-0.6547,-0.1,1550,2000,1.5,21.762,10,stanley,2,-1.0
1774994465.7891,20.7274962,-103.56685847,201.9,223.79,21.89,-0.6604,-0.1,1550,2000,1.5,21.876,10,stanley,2,-1.0
1774994465.8291,20.72749526,-103.5668589,202.4,223.79,21.38,-0.6671,-0.1,1550,2000,1.5,21.989,10,stanley,2,-1.0
1774994465.8691,20.7274943,-103.56685929,201.88,223.79,21.91,-0.6673,-0.1,1550,2000,1.5,22.103,10,stanley,2,-1.0
1774994465.9091,20.72749334,-103.56685968,201.32,223.79,22.47,-0.6664,-0.1,1550,2000,1.5,22.217,10,stanley,2,-1.0
1774994465.9491,20.72749238,-103.56686005,200.81,223.79,22.98,-0.6645,-0.1,1550,2000,1.5,22.33,10,stanley,2,-1.0
1774994465.9891,20.72749142,-103.56686042,200.27,223.79,23.52,-0.6615,-0.1,1550,2000,1.5,22.444,10,stanley,2,-1.0
1774994466.0291,20.72749045,-103.56686077,199.74,223.79,24.05,-0.6574,0.1,1450,2000,1.5,22.557,10,stanley,2,-1.0
1774994466.0691,20.72748948,-103.56686112,199.21,223.79,24.58,-0.6524,0.1,1450,2000,1.5,22.671,10,stanley,2,-1.0
1774994466.1091,20.72748851,-103.56686146,198.69,223.79,25.1,-0.6463,0.1,1450,2000,1.5,22.784,10,stanley,2,-1.0
