time_s,lat,lon,heading_deg,gps_speed_mps,turn_rate_dps,fix_quality,num_sats,hdop,throttle_ppm,steering_ppm,ch3_ppm,ch4_ppm,ch5_ppm,ch6_ppm,ch7_ppm,ch8_ppm,mode
71.350,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1452,1500,1500,1939,1939,1500,1939,MANUAL
71.400,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1449,1500,1500,1939,1939,1500,1939,MANUAL
71.450,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
71.500,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1449,1500,1500,1939,1939,1500,1939,MANUAL
71.550,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
71.600,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
71.650,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
71.700,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
71.750,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
71.800,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
71.850,20.7277298333,-103.5668746667,76.31,2.1987,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
71.900,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
71.950,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
72.000,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
72.050,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
72.100,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1447,1500,1500,1939,1939,1500,1939,MANUAL
72.150,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1446,1500,1500,1939,1939,1500,1939,MANUAL
72.200,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1444,1500,1500,1939,1939,1500,1939,MANUAL
72.250,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1444,1500,1500,1939,1939,1500,1939,MANUAL
72.300,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1444,1500,1500,1939,1939,1500,1939,MANUAL
72.350,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.400,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.450,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.500,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.550,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.600,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.650,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.700,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.750,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.800,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.850,20.7277313333,-103.5668735000,90.76,1.2579,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.900,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
72.950,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
73.000,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
73.050,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1442,1500,1500,1939,1939,1500,1939,MANUAL
73.100,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1441,1500,1500,1939,1939,1500,1939,MANUAL
73.150,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1439,1500,1500,1939,1939,1500,1939,MANUAL
73.200,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1439,1500,1500,1939,1939,1500,1939,MANUAL
73.250,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1439,1500,1500,1939,1939,1500,1939,MANUAL
73.300,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1438,1500,1500,1939,1939,1500,1939,MANUAL
73.350,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1438,1500,1500,1939,1939,1500,1939,MANUAL
73.400,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1438,1500,1500,1939,1939,1500,1939,MANUAL
73.450,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1438,1500,1500,1939,1939,1500,1939,MANUAL
73.500,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1438,1500,1500,1939,1939,1500,1939,MANUAL
73.550,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
73.600,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
73.650,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
73.700,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
73.750,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1435,1500,1500,1939,1939,1500,1939,MANUAL
73.800,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
73.850,20.7277330000,-103.5668728333,108.66,0.4003,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
73.900,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
73.950,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
74.000,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1435,1500,1500,1939,1939,1500,1939,MANUAL
74.050,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1435,1500,1500,1939,1939,1500,1939,MANUAL
74.100,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1435,1500,1500,1939,1939,1500,1939,MANUAL
74.150,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1435,1500,1500,1939,1939,1500,1939,MANUAL
74.200,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1435,1500,1500,1939,1939,1500,1939,MANUAL
74.250,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1435,1500,1500,1939,1939,1500,1939,MANUAL
74.300,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
74.350,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
74.400,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
74.450,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
74.500,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
74.550,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
74.600,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1436,1500,1500,1939,1939,1500,1939,MANUAL
74.650,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1435,1500,1500,1939,1939,1500,1939,MANUAL
74.700,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
74.750,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
74.800,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
74.850,20.7277340000,-103.5668721667,123.20,0.3275,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
74.900,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
74.950,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
75.000,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1431,1500,1500,1939,1939,1500,1939,MANUAL
75.050,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1431,1500,1500,1939,1939,1500,1939,MANUAL
75.100,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1431,1500,1500,1939,1939,1500,1939,MANUAL
75.150,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1431,1500,1500,1939,1939,1500,1939,MANUAL
75.200,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1431,1500,1500,1939,1939,1500,1939,MANUAL
75.250,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1431,1500,1500,1939,1939,1500,1939,MANUAL
75.300,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1431,1500,1500,1939,1939,1500,1939,MANUAL
75.350,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1431,1500,1500,1939,1939,1500,1939,MANUAL
75.400,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1431,1500,1500,1939,1939,1500,1939,MANUAL
75.450,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1431,1500,1500,1939,1939,1500,1939,MANUAL
75.500,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1433,1500,1500,1939,1939,1500,1939,MANUAL
75.550,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1434,1500,1500,1939,1939,1500,1939,MANUAL
75.600,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1449,1500,1500,1939,1939,1500,1939,MANUAL
75.650,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
75.700,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1774,1500,1500,1500,1939,1939,1500,1939,MANUAL
75.750,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1654,1500,1500,1500,1939,1939,1500,1939,MANUAL
75.800,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1500,1500,1500,1500,1939,1939,1500,1939,MANUAL
75.850,20.7277348333,-103.5668713333,140.02,0.2567,0.00,0,0,99.9,1500,1500,1500,1500,1939,1939,1500,1939,MANUAL
75.900,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1500,1500,1939,1939,1500,1939,MANUAL
75.950,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1500,1500,1939,1939,1500,1939,MANUAL
76.000,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1500,1500,1939,1939,1500,1939,MANUAL
76.050,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1500,1500,1939,1939,1500,1939,MANUAL
76.100,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1563,1500,1939,1939,1500,1939,MANUAL
76.150,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1613,1500,1939,1939,1500,1939,MANUAL
76.200,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1715,1500,1939,1939,1500,1939,MANUAL
76.250,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1773,1500,1939,1939,1500,1939,MANUAL
76.300,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1822,1500,1939,1939,1500,1939,MANUAL
76.350,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1839,1500,1939,1939,1500,1939,MANUAL
76.400,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1877,1500,1939,1939,1500,1939,MANUAL
76.450,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1902,1500,1939,1939,1500,1939,MANUAL
76.500,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
76.550,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
76.600,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
76.650,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
76.700,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
76.750,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
76.800,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
76.850,20.7277353333,-103.5668695000,159.09,0.3145,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
76.900,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
76.950,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
77.000,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
77.050,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
77.100,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
77.150,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
77.200,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
77.250,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
77.300,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1939,1500,1939,1939,1500,1939,MANUAL
77.350,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1903,1500,1939,1939,1500,1939,MANUAL
77.400,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1874,1500,1939,1939,1500,1939,MANUAL
77.450,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1860,1500,1939,1939,1500,1939,MANUAL
77.500,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1830,1500,1939,1939,1500,1939,MANUAL
77.550,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1812,1500,1939,1939,1500,1939,MANUAL
77.600,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1776,1500,1939,1939,1500,1939,MANUAL
77.650,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1751,1500,1939,1939,1500,1939,MANUAL
77.700,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1697,1500,1939,1939,1500,1939,MANUAL
77.750,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1660,1500,1939,1939,1500,1939,MANUAL
77.800,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1575,1500,1939,1939,1500,1939,MANUAL
77.850,20.7277316667,-103.5668680000,161.34,0.4941,0.00,0,0,99.9,1500,1500,1500,1500,1939,1939,1500,1939,MANUAL
77.900,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1500,1500,1500,1500,1939,1939,1500,1939,MANUAL
77.950,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1500,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.000,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1453,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.050,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1363,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.100,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1283,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.150,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1192,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.200,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1123,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.250,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.300,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.350,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.400,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.450,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.500,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.550,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.600,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.650,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.700,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.750,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.800,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.850,20.7277211667,-103.5668643333,167.35,1.6640,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.900,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
78.950,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.000,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.050,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.100,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.150,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.200,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.250,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.300,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.350,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.400,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.450,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.500,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.550,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.600,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.650,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.700,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.750,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.800,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.850,20.7277203333,-103.5668648333,160.42,1.3018,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.900,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
79.950,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.000,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.050,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.100,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.150,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.200,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.250,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.300,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.350,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.400,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.450,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.500,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.550,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.600,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.650,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.700,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.750,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.800,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.850,20.7277200000,-103.5668656667,148.85,0.1901,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.900,20.7277191667,-103.5668665000,135.37,0.2165,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
80.950,20.7277191667,-103.5668665000,135.37,0.2165,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
81.000,20.7277191667,-103.5668665000,135.37,0.2165,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
81.050,20.7277191667,-103.5668665000,135.37,0.2165,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
81.100,20.7277191667,-103.5668665000,135.37,0.2165,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
81.150,20.7277191667,-103.5668665000,135.37,0.2165,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
81.200,20.7277191667,-103.5668665000,135.37,0.2165,0.00,0,0,99.9,1061,1500,1500,1500,1939,1939,1500,1939,MANUAL
