time_s,lat,lon,heading_deg,gps_speed_mps,turn_rate_dps,fix_quality,num_sats,hdop,throttle_ppm,steering_ppm,ch3_ppm,ch4_ppm,ch5_ppm,ch6_ppm,ch7_ppm,ch8_ppm,mode
103.650,20.7276821667,-103.5667548333,322.73,0.2532,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
103.700,20.7276821667,-103.5667548333,322.73,0.2532,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
103.750,20.7276821667,-103.5667548333,322.73,0.2532,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
103.800,20.7276821667,-103.5667548333,322.73,0.2532,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
103.850,20.7276821667,-103.5667548333,322.73,0.2532,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
103.900,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
103.950,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.000,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.050,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.100,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.150,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.200,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.250,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.300,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.350,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.400,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.450,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.500,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.550,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.600,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.650,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.700,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.750,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.800,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.850,20.7276810000,-103.5667566667,348.57,0.4832,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.900,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
104.950,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.000,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.050,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.100,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.150,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.200,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.250,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.300,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.350,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.400,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.450,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.500,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.550,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.600,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.650,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.700,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.750,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.800,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.850,20.7276813333,-103.5667591667,18.23,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.900,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
105.950,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.000,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.050,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.100,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.150,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.200,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.250,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.300,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.350,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.400,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.450,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.500,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.550,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.600,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.650,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.700,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.750,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.800,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.850,20.7276823333,-103.5667610000,42.57,0.4744,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.900,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
106.950,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.000,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.050,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.100,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.150,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.200,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.250,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.300,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.350,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.400,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.450,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.500,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.550,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.600,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.650,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.700,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.750,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.800,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.850,20.7276840000,-103.5667621667,66.84,0.4305,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.900,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
107.950,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.000,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.050,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.100,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.150,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.200,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.250,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.300,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.350,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.400,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.450,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.500,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.550,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.600,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1849,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.650,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1768,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.700,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1713,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.750,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1708,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.800,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1712,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.850,20.7276861667,-103.5667623333,93.78,0.4476,0.00,0,0,99.9,1657,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.900,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1618,1500,1500,1500,1939,1939,1500,1939,MANUAL
108.950,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1805,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.000,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1904,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.050,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.100,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.150,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.200,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.250,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.300,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.350,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.400,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.450,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.500,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.550,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.600,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.650,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.700,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.750,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.800,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.850,20.7276881667,-103.5667618333,116.79,0.4648,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.900,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
109.950,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.000,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.050,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.100,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.150,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.200,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.250,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.300,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.350,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.400,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.450,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.500,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.550,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.600,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.650,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.700,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.750,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.800,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.850,20.7276898333,-103.5667601667,143.77,0.4663,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.900,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
110.950,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.000,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.050,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.100,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.150,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.200,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.250,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.300,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.350,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.400,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.450,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.500,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.550,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.600,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.650,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.700,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.750,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.800,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.850,20.7276905000,-103.5667581667,170.67,0.4608,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.900,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
111.950,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.000,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.050,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.100,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.150,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.200,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.250,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.300,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.350,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.400,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.450,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.500,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.550,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.600,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.650,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.700,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.750,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.800,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.850,20.7276906667,-103.5667558333,198.47,0.4600,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.900,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
112.950,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.000,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.050,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.100,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.150,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.200,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.250,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.300,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.350,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.400,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.450,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
113.500,20.7276891667,-103.5667536667,227.82,0.4912,0.00,0,0,99.9,1939,1500,1500,1500,1939,1939,1500,1939,MANUAL
