t,ppm_throttle,ppm_steer,ppm_ch3,ppm_ch4,ppm_ch5,ppm_ch6,ppm_ch7,ppm_ch8,lat,lon,heading,source
1775092429.0712,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.0861,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.1114,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.1262,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.1514,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.1662,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.1912,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.2061,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.2311,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.2461,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.2711,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.2862,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.3112,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.3311,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.3518,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.3712,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.3912,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.4111,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.4315,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.4515,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.4713,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.4915,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.5117,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.5312,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.5514,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.5712,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.5913,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.6113,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.6312,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.6513,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.6712,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.6912,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.17,rc
1775092429.7117,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.7312,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.7513,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.7715,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.7912,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.8114,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.8311,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.8511,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.8711,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.8911,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.9112,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.9311,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.9512,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.9713,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092429.9912,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092430.0111,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092430.0313,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
1775092430.0511,1500,1500,1500,1500,1939,1939,1500,1500,20.72768333,-103.56687233,302.81,rc
