t,lat,lon,heading,target_brg,hdg_err,cte,steer_frac,steer_ppm,throttle_ppm,speed_tgt,dist_to_wp,wp_idx,algo
1774401132.9358,20.72770025,-103.56679183,284.6,285.78,1.18,-0.1151,-0.118,1559,1600,0.3,0.567,0,stanley
1774401136.2918,20.72770033,-103.56679183,285.33,285.18,-0.15,-0.098,-0.126,1563,1600,0.3,0.57,0,stanley
1774401136.3315,20.72770033,-103.56679183,285.33,285.18,-0.15,-0.098,-0.126,1563,1600,0.3,0.57,0,stanley
1774401136.3715,20.72770033,-103.56679183,285.33,285.18,-0.15,-0.098,-0.126,1563,1600,0.3,0.57,0,stanley
1774401136.4117,20.72770033,-103.56679183,285.33,285.18,-0.15,-0.098,-0.126,1563,1600,0.3,0.57,0,stanley
1774401136.4517,20.72770033,-103.56679183,285.33,285.18,-0.15,-0.098,-0.126,1563,1600,0.3,0.57,0,stanley
1774401136.4914,20.72770033,-103.56679183,285.33,285.18,-0.15,-0.098,-0.126,1563,1600,0.3,0.57,0,stanley
1774401136.5316,20.72770033,-103.56679183,285.33,285.18,-0.15,-0.098,-0.126,1563,1600,0.3,0.57,0,stanley
1774401136.5715,20.72770033,-103.566792,285.33,285.49,0.16,-0.1049,-0.128,1564,1600,0.3,0.586,0,stanley
1774401136.6117,20.72770033,-103.56679208,285.15,285.65,0.5,-0.1118,-0.13,1565,1600,0.3,0.594,0,stanley
1774401136.6516,20.72770042,-103.56679233,284.6,285.51,0.91,-0.1187,-0.13,1565,1600,0.3,0.622,0,stanley
1774401136.6915,20.72770042,-103.5667925,284.6,285.85,1.25,-0.1255,-0.13,1565,1600,0.3,0.638,0,stanley
1774401136.7315,20.72770042,-103.5667925,284.6,285.85,1.25,-0.1255,-0.13,1565,1600,0.3,0.638,0,stanley
1774401136.7715,20.72770042,-103.5667925,284.6,285.85,1.25,-0.1255,-0.13,1565,1600,0.3,0.638,0,stanley
1774401136.8117,20.72770033,-103.56679242,285.15,286.31,1.17,-0.1255,-0.132,1566,1600,0.3,0.626,0,stanley
1774401136.8517,20.72770033,-103.56679233,285.33,286.14,0.81,-0.1187,-0.132,1566,1600,0.3,0.618,0,stanley
1774401136.8917,20.72770042,-103.56679242,284.42,285.68,1.26,-0.1255,-0.13,1565,1600,0.3,0.63,0,stanley
1774401136.9315,20.7277005,-103.56679258,285.15,285.37,0.22,-0.1154,-0.14,1570,1600,0.3,0.649,0,stanley
1774401136.9716,20.72770058,-103.56679275,284.42,285.04,0.62,-0.1223,-0.14,1570,1600,0.3,0.669,0,stanley
1774401137.0118,20.72770058,-103.56679292,284.42,285.39,0.97,-0.1292,-0.142,1571,1600,0.3,0.685,0,stanley
1774401137.0515,20.72770058,-103.56679292,284.42,285.39,0.97,-0.1292,-0.142,1571,1600,0.3,0.685,0,stanley
1774401137.0918,20.72770058,-103.56679292,284.42,285.39,0.97,-0.1292,-0.142,1571,1600,0.3,0.685,0,stanley
1774401137.1316,20.72770058,-103.56679292,284.42,285.39,0.97,-0.1292,-0.142,1571,1600,0.3,0.685,0,stanley
1774401137.1716,20.72770058,-103.56679292,284.42,285.39,0.97,-0.1292,-0.142,1571,1600,0.3,0.685,0,stanley
1774401137.2117,20.72770067,-103.566793,283.53,284.87,1.34,-0.136,-0.142,1571,1600,0.3,0.696,0,stanley
1774401137.2518,20.72770067,-103.56679317,283.53,285.23,1.7,-0.1429,-0.142,1571,1600,0.3,0.712,0,stanley
1774401137.2917,20.72770075,-103.56679333,284.25,284.87,0.62,-0.1328,-0.154,1577,1600,0.3,0.732,0,stanley
1774401137.3316,20.72770075,-103.56679342,284.42,285.05,0.63,-0.1328,-0.154,1577,1600,0.3,0.74,0,stanley
1774401137.3715,20.72770075,-103.56679342,284.42,285.05,0.63,-0.1328,-0.154,1577,1600,0.3,0.74,0,stanley
1774401137.4116,20.72770075,-103.56679342,284.42,285.05,0.63,-0.1328,-0.154,1577,1600,0.3,0.74,0,stanley
1774401137.4516,20.72770083,-103.56679358,283.69,284.67,0.98,-0.1396,-0.154,1577,1600,0.3,0.76,0,stanley
1774401137.4917,20.72770083,-103.56679375,283.69,285.05,1.36,-0.1465,-0.154,1577,1600,0.3,0.776,0,stanley
1774401137.5317,20.72770083,-103.56679375,285.15,285.05,-0.09,-0.1295,-0.164,1582,1600,0.3,0.776,0,stanley
1774401137.5717,20.72770083,-103.56679392,285.15,285.46,0.31,-0.1364,-0.164,1582,1600,0.3,0.792,0,stanley
1774401137.6119,20.72770083,-103.566794,285.33,285.67,0.34,-0.1364,-0.164,1582,1600,0.3,0.8,0,stanley
1774401137.6517,20.72770083,-103.56679408,285.15,285.88,0.74,-0.1433,-0.164,1582,1600,0.3,0.808,0,stanley
1774401137.6914,20.72770092,-103.56679417,284.6,285.27,0.67,-0.1433,-0.166,1583,1600,0.3,0.82,0,stanley
1774401137.7317,20.72770092,-103.56679425,284.42,285.49,1.07,-0.1501,-0.166,1583,1600,0.3,0.828,0,stanley
1774401137.7716,20.72770092,-103.56679433,284.6,285.71,1.11,-0.1501,-0.164,1582,1600,0.3,0.836,0,stanley
1774401137.8117,20.72770092,-103.5667945,284.6,286.18,1.58,-0.157,-0.162,1581,1600,0.3,0.852,0,stanley
1774401137.8515,20.72770092,-103.5667945,284.6,286.18,1.58,-0.157,-0.162,1581,1600,0.3,0.852,0,stanley
1774401137.8915,20.72770092,-103.56679458,284.42,286.42,2.0,-0.1639,-0.162,1581,1600,0.3,0.86,0,stanley
1774401137.9317,20.72770092,-103.56679458,284.42,286.42,2.0,-0.1639,-0.162,1581,1600,0.3,0.86,0,stanley
1774401137.9716,20.72770092,-103.56679458,284.42,286.42,2.0,-0.1639,-0.162,1581,1600,0.3,0.86,0,stanley
1774401138.0117,20.72770092,-103.56679475,284.42,286.93,2.5,-0.1708,-0.158,1579,1600,0.3,0.876,0,stanley
1774401138.0515,20.72770092,-103.56679475,284.42,286.93,2.5,-0.1708,-0.158,1579,1600,0.3,0.876,0,stanley
1774401138.0917,20.72770092,-103.56679492,284.42,287.46,3.04,-0.1777,-0.156,1578,1600,0.3,0.893,0,stanley
1774401138.1317,20.72770092,-103.56679492,284.42,287.46,3.04,-0.1777,-0.156,1578,1600,0.3,0.893,0,stanley
1774401138.1716,20.72770092,-103.566795,284.6,287.75,3.15,-0.1777,-0.152,1576,1600,0.3,0.901,0,stanley
1774401138.2118,20.72770092,-103.56679508,284.42,288.04,3.62,-0.1845,-0.15,1575,1600,0.3,0.909,0,stanley
1774401138.2517,20.72770092,-103.56679508,284.42,288.04,3.62,-0.1845,-0.15,1575,1600,0.3,0.909,0,stanley
1774401138.2916,20.72770092,-103.56679525,284.42,288.65,4.23,-0.1914,-0.146,1573,1600,0.3,0.926,0,stanley
1774401138.332,20.72770092,-103.56679525,284.42,288.65,4.23,-0.1914,-0.146,1573,1600,0.3,0.926,0,stanley
1774401138.3718,20.727701,-103.56679542,285.15,288.26,3.12,-0.1813,-0.158,1579,1600,0.3,0.945,0,stanley
1774401138.4118,20.727701,-103.5667955,285.33,288.59,3.26,-0.1813,-0.154,1577,1600,0.3,0.953,0,stanley
1774401138.4518,20.72770108,-103.56679558,284.42,287.85,3.43,-0.1881,-0.16,1580,1600,0.3,0.964,0,stanley
1774401138.4917,20.72770108,-103.56679558,284.42,287.85,3.43,-0.1881,-0.16,1580,1600,0.3,0.964,0,stanley
1774401138.5318,20.72770108,-103.56679567,284.6,288.18,3.58,-0.1881,-0.156,1578,1600,0.3,0.973,0,stanley
1774401138.5719,20.72770108,-103.56679575,284.42,288.53,4.11,-0.195,-0.152,1576,1600,0.3,0.981,0,stanley
1774401138.6118,20.72770108,-103.56679575,284.42,288.53,4.11,-0.195,-0.152,1576,1600,0.3,0.981,0,stanley
1774401138.6522,20.72770108,-103.56679592,284.42,289.26,4.84,-0.2019,-0.146,1573,1600,0.3,0.997,0,stanley
1774401138.6918,20.72770117,-103.566796,283.86,288.46,4.6,-0.2019,-0.15,1575,1600,0.3,1.008,0,stanley
1774401138.7317,20.72770125,-103.56679608,284.42,287.61,3.19,-0.1918,-0.17,1585,1600,0.3,1.02,0,stanley
1774401138.7719,20.72770125,-103.56679617,284.6,287.99,3.39,-0.1918,-0.164,1582,1600,0.3,1.028,0,stanley
1774401138.8123,20.72770125,-103.56679625,284.42,288.38,3.95,-0.1986,-0.16,1580,1600,0.3,1.036,0,stanley
1774401138.8516,20.72770125,-103.56679633,284.6,288.78,4.18,-0.1986,-0.156,1578,1600,0.3,1.044,0,stanley
1774401138.8917,20.72770125,-103.56679633,284.6,288.78,4.18,-0.1986,-0.156,1578,1600,0.3,1.044,0,stanley
1774401138.9317,20.72770117,-103.56679642,283.69,290.53,6.83,-0.2225,-0.126,1563,1600,0.3,1.05,0,stanley
1774401138.9715,20.72770125,-103.5667965,284.6,289.65,5.05,-0.2055,-0.144,1572,1600,0.3,1.061,0,stanley
1774401139.0118,20.72770133,-103.56679658,283.69,288.72,5.03,-0.2124,-0.154,1577,1600,0.3,1.072,0,stanley
1774401139.0515,20.72770133,-103.56679667,283.86,289.17,5.31,-0.2124,-0.148,1574,1600,0.3,1.08,0,stanley
1774401139.0916,20.72770133,-103.56679667,283.86,289.17,5.31,-0.2124,-0.148,1574,1600,0.3,1.08,0,stanley
1774401139.1317,20.72770133,-103.56679667,283.86,289.17,5.31,-0.2124,-0.148,1574,1600,0.3,1.08,0,stanley
1774401139.1715,20.72770133,-103.56679675,283.69,289.65,5.96,-0.2193,-0.142,1571,1600,0.3,1.088,0,stanley
1774401139.2117,20.72770133,-103.56679683,283.86,290.15,6.29,-0.2193,-0.134,1567,1600,0.3,1.097,0,stanley
1774401139.2516,20.72770133,-103.56679683,283.86,290.15,6.29,-0.2193,-0.134,1567,1600,0.3,1.097,0,stanley
1774401139.2916,20.72770133,-103.56679692,283.69,290.68,6.99,-0.2262,-0.126,1563,1600,0.3,1.105,0,stanley
1774401139.3316,20.72770133,-103.566797,283.86,291.23,7.37,-0.2262,-0.118,1559,1600,0.3,1.113,0,stanley
1774401139.3715,20.72770142,-103.56679708,282.96,290.2,7.24,-0.233,-0.13,1565,1600,0.3,1.124,0,stanley
1774401139.4116,20.72770142,-103.56679717,283.12,290.78,7.66,-0.233,-0.12,1560,1600,0.3,1.132,0,stanley
1774401139.4515,20.7277015,-103.56679717,283.86,289.09,5.23,-0.216,-0.154,1577,1600,0.3,1.135,0,stanley
1774401139.4916,20.7277015,-103.56679725,283.69,289.66,5.97,-0.2229,-0.146,1573,1600,0.3,1.144,0,stanley
1774401139.5316,20.7277015,-103.56679725,283.69,289.66,5.97,-0.2229,-0.146,1573,1600,0.3,1.144,0,stanley
1774401139.5716,20.7277015,-103.56679733,283.86,290.26,6.4,-0.2229,-0.136,1568,1600,0.3,1.152,0,stanley
1774401139.6117,20.7277015,-103.56679742,283.69,290.9,7.21,-0.2298,-0.126,1563,1600,0.3,1.16,0,stanley
1774401139.6523,20.7277015,-103.5667975,283.86,291.57,7.71,-0.2298,-0.116,1558,1600,0.3,1.168,0,stanley
1774401139.6916,20.7277015,-103.56679758,283.69,292.29,8.6,-0.2366,-0.104,1552,1600,0.3,1.177,0,stanley
1774401139.7317,20.7277015,-103.56679767,283.86,293.06,9.2,-0.2366,-0.09,1545,1600,0.3,1.185,0,stanley
1774401139.7716,20.7277015,-103.56679767,283.86,293.06,9.2,-0.2366,-0.09,1545,1600,0.3,1.185,0,stanley
1774401139.8117,20.7277015,-103.56679767,283.86,293.06,9.2,-0.2366,-0.09,1545,1600,0.3,1.185,0,stanley
1774401139.8516,20.72770158,-103.56679775,284.42,291.81,7.38,-0.2265,-0.118,1559,1600,0.3,1.196,0,stanley
1774401139.8915,20.72770167,-103.56679775,283.69,289.67,5.98,-0.2265,-0.15,1575,1600,0.3,1.199,0,stanley
1774401139.9316,20.72770167,-103.56679792,283.69,291.23,7.54,-0.2334,-0.124,1562,1600,0.3,1.215,0,stanley
1774401139.9716,20.72770167,-103.566798,283.86,292.1,8.24,-0.2334,-0.108,1554,1600,0.3,1.223,0,stanley
1774401140.0117,20.72770167,-103.56679808,283.69,293.04,9.35,-0.2403,-0.092,1546,1600,0.3,1.232,0,stanley
1774401140.0515,20.72770167,-103.56679808,283.69,293.04,9.35,-0.2403,-0.092,1546,1600,0.3,1.232,0,stanley
1774401140.0919,20.72770167,-103.56679808,283.69,293.04,9.35,-0.2403,-0.092,1546,1600,0.3,1.232,0,stanley
1774401140.1317,20.72770175,-103.56679817,283.12,291.47,8.35,-0.2403,-0.114,1557,1600,0.3,1.243,0,stanley
1774401140.1717,20.72770175,-103.56679825,282.96,292.48,9.52,-0.2471,-0.096,1548,1600,0.3,1.251,0,stanley
1774401140.2117,20.72770183,-103.56679825,283.69,289.69,5.99,-0.2301,-0.154,1577,1600,0.3,1.254,0,stanley
1774401140.2517,20.72770183,-103.56679842,283.69,291.79,8.09,-0.237,-0.116,1558,1600,0.3,1.27,0,stanley
1774401140.2916,20.72770183,-103.56679842,283.69,291.79,8.09,-0.237,-0.116,1558,1600,0.3,1.27,0,stanley
1774401140.3316,20.72770183,-103.5667985,283.86,293.0,9.14,-0.237,-0.092,1546,1600,0.3,1.279,0,stanley
1774401140.3715,20.72770183,-103.56679858,283.69,294.36,10.66,-0.2439,-0.066,1533,1600,0.3,1.287,0,stanley
1774401140.4118,20.72770192,-103.56679858,282.96,290.9,7.94,-0.2439,-0.128,1564,1600,0.3,1.29,0,stanley
1774401140.4515,20.72770192,-103.56679875,282.96,293.76,10.8,-0.2507,-0.072,1536,1600,0.3,1.306,0,stanley
1774401140.4916,20.72770192,-103.56679883,283.12,295.48,12.37,-0.2507,-0.038,1519,1600,0.3,1.314,0,stanley
1774401140.5318,20.727702,-103.56679892,283.69,292.93,9.24,-0.2406,-0.094,1547,1600,0.3,1.326,0,stanley
1774401140.5716,20.727702,-103.566799,283.86,294.94,11.08,-0.2406,-0.054,1527,1600,0.3,1.334,0,stanley
1774401140.6118,20.727702,-103.566799,283.86,294.94,11.08,-0.2406,-0.054,1527,1600,0.3,1.334,0,stanley
1774401140.6516,20.727702,-103.56679917,283.86,300.13,16.27,-0.2475,0.054,1473,1600,0.3,1.35,0,stanley
1774401140.6917,20.727702,-103.56679917,283.86,300.13,16.27,-0.2475,0.054,1473,1600,0.3,1.35,0,stanley
1774401140.7316,20.727702,-103.56679933,283.86,307.64,23.78,-0.2544,0.212,1394,1600,0.3,1.367,0,stanley
1774401140.7714,20.727702,-103.56679933,283.86,307.64,23.78,-0.2544,0.212,1394,1600,0.3,1.367,0,stanley
1774401140.8118,20.72770208,-103.5667995,284.6,311.59,26.99,-0.2442,0.296,1352,1600,0.3,1.386,0,stanley
1774401140.8516,20.72770208,-103.56679967,284.6,330.15,45.55,-0.2511,0.7,1150,1600,0.3,1.403,0,stanley
1774401140.8915,20.72770208,-103.56679967,284.6,330.15,45.55,-0.2511,0.7,1150,1600,0.3,1.403,0,stanley
1774401140.9316,20.72770208,-103.56679975,284.42,343.43,59.01,-0.258,0.8,1100,1600,0.3,1.411,0,stanley
1774401140.9715,20.72770208,-103.56679983,284.6,358.79,74.2,-0.258,0.8,1100,1500,0.3,1.419,0,stanley
1774401141.0117,20.72770208,-103.56679983,284.6,358.79,74.2,-0.258,0.8,1100,1500,0.3,1.419,0,stanley
1774401141.0525,20.72770217,-103.5668,285.33,358.79,73.46,-0.2478,0.8,1100,1500,0.3,1.439,0,stanley
1774401141.0917,20.72770217,-103.56680017,285.33,358.79,73.46,-0.2547,0.8,1100,1500,0.3,1.455,0,stanley
1774401141.1317,20.72770217,-103.56680025,285.15,358.79,73.65,-0.2616,0.8,1100,1500,0.3,1.463,0,stanley
1774401141.1719,20.72770225,-103.56680033,286.06,358.79,72.73,-0.2445,0.8,1100,1500,0.3,1.474,0,stanley
1774401141.212,20.72770233,-103.56680033,286.78,358.79,72.01,-0.2275,0.8,1100,1500,0.3,1.477,0,stanley
1774401141.2555,20.72770225,-103.56680042,287.71,358.79,71.08,-0.2275,0.8,1100,1500,0.3,1.483,0,stanley
1774401141.2917,20.72770233,-103.56680033,288.66,358.79,70.14,-0.2036,0.8,1100,1500,0.3,1.477,0,stanley
1774401141.3316,20.72770233,-103.56680033,288.66,358.79,70.14,-0.2036,0.8,1100,1500,0.3,1.477,0,stanley
1774401141.3716,20.72770233,-103.56680025,288.43,358.79,70.36,-0.2036,0.8,1100,1500,0.3,1.469,0,stanley
1774401141.4116,20.72770225,-103.56680017,287.93,358.79,70.86,-0.2138,0.8,1100,1500,0.3,1.458,0,stanley
1774401141.4518,20.72770233,-103.56680017,288.66,358.79,70.14,-0.1967,0.8,1100,1500,0.3,1.461,0,stanley
1774401141.4916,20.72770233,-103.56680017,288.66,358.79,70.14,-0.1967,0.8,1100,1500,0.3,1.461,0,stanley
1774401141.5316,20.72770233,-103.56680017,290.09,358.79,68.7,-0.1797,0.8,1100,1500,0.3,1.461,0,stanley
1774401141.5717,20.72770233,-103.56680025,290.34,358.79,68.46,-0.1797,0.8,1100,1500,0.3,1.469,0,stanley
1774401141.6116,20.72770242,-103.56680025,291.05,358.79,67.74,-0.1627,0.8,1100,1500,0.3,1.472,0,stanley
1774401141.6515,20.72770242,-103.56680025,291.05,358.79,67.74,-0.1627,0.8,1100,1500,0.3,1.472,0,stanley
1774401141.6919,20.72770233,-103.56680017,291.5,358.79,67.29,-0.1627,0.8,1100,1500,0.3,1.461,0,stanley
1774401141.7318,20.72770233,-103.56680008,291.76,358.79,67.03,-0.1558,0.8,1100,1500,0.3,1.452,0,stanley
1774401141.7716,20.72770242,-103.56680008,292.46,358.79,66.33,-0.1387,0.8,1100,1500,0.3,1.455,0,stanley
1774401141.8116,20.72770242,-103.56680017,292.73,358.79,66.06,-0.1387,0.8,1100,1500,0.3,1.464,0,stanley
1774401141.8516,20.7277025,-103.56680017,293.43,358.79,65.36,-0.1217,0.8,1100,1500,0.3,1.466,0,stanley
1774401141.8915,20.72770242,-103.56680017,294.13,358.79,64.67,-0.1217,0.8,1100,1500,0.3,1.464,0,stanley
1774401141.9315,20.72770242,-103.5668,294.13,358.79,64.67,-0.1148,0.8,1100,1500,0.3,1.447,0,stanley
1774401141.9716,20.72770242,-103.5668,294.13,358.79,64.67,-0.1148,0.8,1100,1500,0.3,1.447,0,stanley
1774401142.0118,20.7277025,-103.5668,294.81,358.79,63.98,-0.0978,0.8,1100,1500,0.3,1.45,0,stanley
1774401142.0517,20.72770258,-103.56680008,295.8,358.79,63.0,-0.0808,0.8,1100,1500,0.3,1.461,0,stanley
1774401142.0916,20.72770258,-103.56680008,295.8,358.79,63.0,-0.0808,0.8,1100,1500,0.3,1.461,0,stanley
1774401142.1315,20.72770242,-103.56680008,295.8,358.79,63.0,-0.0978,0.8,1100,1500,0.3,1.455,0,stanley
1774401142.1715,20.72770242,-103.5668,295.49,358.79,63.3,-0.0978,0.8,1100,1500,0.3,1.447,0,stanley
1774401142.2118,20.7277025,-103.56679992,296.47,358.79,62.32,-0.0739,0.8,1100,1500,0.3,1.442,0,stanley
1774401142.2515,20.7277025,-103.5668,296.79,358.79,62.0,-0.0739,0.8,1100,1500,0.3,1.45,0,stanley
1774401142.2915,20.72770258,-103.5668,297.46,358.79,61.33,-0.0568,0.8,1100,1500,0.3,1.453,0,stanley
1774401142.3316,20.72770258,-103.56679992,297.14,358.79,61.65,-0.0568,0.8,1100,1500,0.3,1.445,0,stanley
1774401142.3716,20.72770258,-103.56679983,297.46,358.79,61.33,-0.05,0.8,1100,1500,0.3,1.437,0,stanley
1774401142.4117,20.7277025,-103.56679983,298.13,358.79,60.66,-0.05,0.8,1100,1500,0.3,1.434,0,stanley
1774401142.4516,20.7277025,-103.56679983,298.13,358.79,60.66,-0.05,0.8,1100,1500,0.3,1.434,0,stanley
1774401142.4915,20.72770258,-103.56679983,299.47,358.79,59.32,-0.0261,0.8,1100,1600,0.3,1.437,0,stanley
1774401142.5318,20.72770267,-103.56679983,300.13,181.13,-119.0,-0.009,-0.8,1900,1500,0.3,1.44,0,stanley
1774401142.572,20.72770267,-103.56679983,300.13,181.13,-119.0,-0.009,-0.8,1900,1500,0.3,1.44,0,stanley
1774401142.6117,20.72770267,-103.56679975,299.78,181.13,-118.65,-0.009,-0.8,1900,1500,0.3,1.432,0,stanley
1774401142.6525,20.72770267,-103.56679975,299.78,181.13,-118.65,-0.009,-0.8,1900,1500,0.3,1.432,0,stanley
1774401142.6916,20.72770258,-103.56679967,300.78,181.13,-119.65,-0.0021,-0.8,1900,1500,0.3,1.42,0,stanley
1774401142.7317,20.72770258,-103.56679967,300.78,181.13,-119.65,-0.0021,-0.8,1900,1500,0.3,1.42,0,stanley
1774401142.772,20.72770267,-103.56679975,301.79,181.13,-120.66,0.0149,-0.8,1900,1500,0.3,1.432,0,stanley
1774401142.8116,20.72770267,-103.56679975,301.79,181.13,-120.66,0.0149,-0.8,1900,1500,0.3,1.432,0,stanley
1774401142.8516,20.72770283,-103.56679975,301.79,181.13,-120.66,0.0319,-0.8,1900,1500,0.3,1.438,0,stanley
1774401142.8915,20.72770275,-103.56679983,300.78,181.13,-119.65,0.008,-0.8,1900,1500,0.3,1.443,0,stanley
1774401142.9317,20.72770283,-103.56679975,299.78,181.13,-118.65,0.008,-0.8,1900,1500,0.3,1.438,0,stanley
1774401142.9716,20.72770267,-103.56679975,299.78,181.13,-118.65,-0.009,-0.8,1900,1500,0.3,1.432,0,stanley
1774401143.0118,20.72770267,-103.56679975,299.78,181.13,-118.65,-0.009,-0.8,1900,1500,0.3,1.432,0,stanley
1774401143.0516,20.72770275,-103.56679983,298.79,181.13,-117.66,-0.0159,-0.8,1900,1500,0.3,1.443,0,stanley
1774401143.0915,20.72770275,-103.56679992,299.13,181.13,-118.0,-0.0159,-0.8,1900,1500,0.3,1.451,0,stanley
1774401143.1315,20.72770267,-103.56679983,298.13,181.13,-117.0,-0.0329,-0.8,1900,1500,0.3,1.44,0,stanley
1774401143.1718,20.72770275,-103.56679967,297.46,181.13,-116.33,-0.0261,-0.8,1900,1500,0.3,1.427,0,stanley
1774401143.2116,20.72770267,-103.56679967,296.79,181.13,-115.66,-0.0431,-0.8,1900,1500,0.3,1.423,0,stanley
1774401143.2516,20.72770267,-103.56679975,296.47,181.13,-115.34,-0.05,-0.8,1900,1500,0.3,1.432,0,stanley
1774401143.2916,20.72770267,-103.56679983,296.79,181.13,-115.66,-0.05,-0.8,1900,1500,0.3,1.44,0,stanley
1774401143.332,20.72770267,-103.56679992,296.47,181.13,-115.34,-0.0568,-0.8,1900,1500,0.3,1.448,0,stanley
1774401143.372,20.72770258,-103.56679983,295.49,181.13,-114.36,-0.0739,-0.8,1900,1500,0.3,1.437,0,stanley
1774401143.4118,20.72770267,-103.56679975,295.11,181.13,-113.98,-0.067,-0.8,1900,1500,0.3,1.432,0,stanley
1774401143.4517,20.72770267,-103.56679975,295.11,181.13,-113.98,-0.067,-0.8,1900,1500,0.3,1.432,0,stanley
1774401143.492,20.72770267,-103.56679975,295.11,181.13,-113.98,-0.067,-0.8,1900,1500,0.3,1.432,0,stanley
1774401143.5316,20.72770267,-103.56679975,295.11,181.13,-113.98,-0.067,-0.8,1900,1500,0.3,1.432,0,stanley
1774401143.5715,20.72770258,-103.56679983,294.13,181.13,-113.0,-0.0909,-0.8,1900,1500,0.3,1.437,0,stanley
1774401143.612,20.72770258,-103.56679983,294.13,181.13,-113.0,-0.0909,-0.8,1900,1500,0.3,1.437,0,stanley
1774401143.6515,20.72770258,-103.56679992,293.84,181.13,-112.71,-0.0978,-0.8,1900,1500,0.3,1.445,0,stanley
1774401143.6919,20.72770258,-103.56679992,292.46,181.13,-111.33,-0.1148,-0.8,1900,1500,0.3,1.445,0,stanley
1774401143.7317,20.72770258,-103.56679975,292.46,181.13,-111.33,-0.1079,-0.8,1900,1500,0.3,1.429,0,stanley
1774401143.7716,20.72770258,-103.56679975,292.46,181.13,-111.33,-0.1079,-0.8,1900,1500,0.3,1.429,0,stanley
1774401143.812,20.72770267,-103.56679983,291.5,181.13,-110.37,-0.1148,-0.8,1900,1500,0.3,1.44,0,stanley
1774401143.8517,20.72770258,-103.56679983,290.8,181.13,-109.67,-0.1319,-0.8,1900,1500,0.3,1.437,0,stanley
1774401143.8917,20.72770258,-103.56679983,290.8,181.13,-109.67,-0.1319,-0.8,1900,1500,0.3,1.437,0,stanley
1774401143.9317,20.72770258,-103.56679983,290.8,181.13,-109.67,-0.1319,-0.8,1900,1500,0.3,1.437,0,stanley
1774401143.9715,20.72770258,-103.56679983,290.8,181.13,-109.67,-0.1319,-0.8,1900,1500,0.3,1.437,0,stanley
1774401144.0117,20.72770258,-103.56679992,289.14,181.13,-108.02,-0.1558,-0.8,1900,1500,0.3,1.445,0,stanley
1774401144.0517,20.72770258,-103.56679983,289.38,181.13,-108.25,-0.1489,-0.8,1900,1500,0.3,1.437,0,stanley
1774401144.0917,20.72770258,-103.56679983,289.38,181.13,-108.25,-0.1489,-0.8,1900,1500,0.3,1.437,0,stanley
1774401144.1316,20.72770258,-103.56679992,289.14,181.13,-108.02,-0.1558,-0.8,1900,1500,0.3,1.445,0,stanley
1774401144.1717,20.72770258,-103.56679992,289.14,181.13,-108.02,-0.1558,-0.8,1900,1500,0.3,1.445,0,stanley
1774401144.2116,20.7277025,-103.56679992,288.43,181.13,-107.3,-0.1728,-0.8,1900,1500,0.3,1.442,0,stanley
1774401144.2518,20.7277025,-103.56679992,288.43,181.13,-107.3,-0.1728,-0.8,1900,1500,0.3,1.442,0,stanley
1774401144.2916,20.7277025,-103.56679992,288.43,181.13,-107.3,-0.1728,-0.8,1900,1500,0.3,1.442,0,stanley
1774401144.332,20.7277025,-103.56679992,288.43,181.13,-107.3,-0.1728,-0.8,1900,1500,0.3,1.442,0,stanley
1774401144.3715,20.72770242,-103.56679992,287.71,181.13,-106.58,-0.1898,-0.8,1900,1500,0.3,1.439,0,stanley
1774401144.4117,20.7277025,-103.56679992,286.99,181.13,-105.86,-0.1898,-0.8,1900,1500,0.3,1.442,0,stanley
1774401144.452,20.7277025,-103.56679992,286.99,181.13,-105.86,-0.1898,-0.8,1900,1500,0.3,1.442,0,stanley
1774401144.4915,20.7277025,-103.56679983,286.78,181.13,-105.65,-0.1898,-0.8,1900,1500,0.3,1.434,0,stanley
1774401144.532,20.7277025,-103.56679992,286.99,181.13,-105.86,-0.1898,-0.8,1900,1500,0.3,1.442,0,stanley
1774401144.5717,20.72770242,-103.5668,286.06,181.13,-104.93,-0.2138,-0.8,1900,1500,0.3,1.447,0,stanley
1774401144.6116,20.72770242,-103.56679992,285.87,181.13,-104.74,-0.2138,-0.8,1900,1500,0.3,1.439,0,stanley
1774401144.652,20.72770242,-103.56679983,286.06,181.13,-104.93,-0.2069,-0.8,1900,1500,0.3,1.431,0,stanley
1774401144.6915,20.72770242,-103.56679983,286.06,181.13,-104.93,-0.2069,-0.8,1900,1500,0.3,1.431,0,stanley
1774401144.7315,20.72770233,-103.5668,285.33,181.13,-104.2,-0.2308,-0.8,1900,1500,0.3,1.444,0,stanley
1774401144.7718,20.72770233,-103.5668,285.33,181.13,-104.2,-0.2308,-0.8,1900,1500,0.3,1.444,0,stanley
1774401144.8116,20.72770233,-103.5668,285.33,181.13,-104.2,-0.2308,-0.8,1900,1500,0.3,1.444,0,stanley
1774401144.8515,20.72770242,-103.56679992,284.42,181.13,-103.29,-0.2308,-0.8,1900,1500,0.3,1.439,0,stanley
1774401144.8915,20.72770233,-103.56679992,283.69,181.13,-102.56,-0.2478,-0.8,1900,1500,0.3,1.436,0,stanley
1774401144.9315,20.72770233,-103.56679992,283.69,181.13,-102.56,-0.2478,-0.8,1900,1500,0.3,1.436,0,stanley
