t,lat,lon,heading,target_brg,hdg_err,cte,steer_frac,steer_ppm,throttle_ppm,speed_tgt,dist_to_wp,wp_idx,algo
1774401154.6922,20.72770067,-103.56679733,279.11,341.63,62.52,-0.366,0.8,1100,1500,0.3,1.127,0,stanley
1774401154.7319,20.72770075,-103.56679733,279.86,341.63,61.78,-0.349,0.8,1100,1500,0.3,1.129,0,stanley
1774401154.7717,20.72770075,-103.56679733,279.86,341.63,61.78,-0.349,0.8,1100,1500,0.3,1.129,0,stanley
1774401154.8118,20.72770067,-103.56679733,280.6,341.63,61.03,-0.349,0.8,1100,1500,0.3,1.127,0,stanley
1774401154.8515,20.72770067,-103.56679725,280.73,341.63,60.9,-0.3421,0.8,1100,1500,0.3,1.118,0,stanley
1774401154.8915,20.72770067,-103.56679725,282.22,341.63,59.41,-0.3251,0.8,1100,1600,0.3,1.118,0,stanley
1774401154.9315,20.72770075,-103.56679725,282.96,303.7,20.74,-0.308,0.082,1459,1600,0.3,1.12,0,stanley
1774401154.9716,20.72770075,-103.56679708,282.96,302.07,19.11,-0.3012,0.054,1473,1600,0.3,1.104,0,stanley
1774401155.0121,20.72770083,-103.56679708,283.69,300.72,17.03,-0.2841,0.026,1487,1600,0.3,1.106,0,stanley
1774401155.0518,20.72770083,-103.566797,283.86,299.98,16.12,-0.2773,0.014,1493,1600,0.3,1.098,0,stanley
1774401155.0917,20.72770075,-103.566797,284.6,301.31,16.71,-0.2773,0.028,1486,1600,0.3,1.095,0,stanley
1774401155.1318,20.72770083,-103.566797,285.33,299.98,14.65,-0.2602,0.002,1499,1600,0.3,1.098,0,stanley
1774401155.1717,20.72770083,-103.56679708,285.15,300.72,15.57,-0.2671,0.014,1493,1600,0.3,1.106,0,stanley
1774401155.2118,20.72770092,-103.56679717,286.06,300.09,14.03,-0.2501,0.0,1500,1600,0.3,1.117,0,stanley
1774401155.2519,20.72770092,-103.56679717,284.6,300.09,15.49,-0.2671,0.012,1494,1600,0.3,1.117,0,stanley
1774401155.2917,20.72770092,-103.56679717,284.6,300.09,15.49,-0.2671,0.012,1494,1600,0.3,1.117,0,stanley
1774401155.3316,20.72770092,-103.56679717,284.6,300.09,15.49,-0.2671,0.012,1494,1600,0.3,1.117,0,stanley
1774401155.3717,20.727701,-103.56679733,285.33,300.22,14.89,-0.257,0.012,1494,1600,0.3,1.136,0,stanley
1774401155.4118,20.727701,-103.5667975,285.33,301.96,16.63,-0.2638,0.042,1479,1600,0.3,1.153,0,stanley
1774401155.4518,20.727701,-103.5667975,285.33,301.96,16.63,-0.2638,0.042,1479,1600,0.3,1.153,0,stanley
1774401155.4917,20.72770108,-103.56679758,284.42,301.28,16.86,-0.2707,0.038,1481,1600,0.3,1.163,0,stanley
1774401155.5317,20.72770108,-103.56679758,284.42,301.28,16.86,-0.2707,0.038,1481,1600,0.3,1.163,0,stanley
1774401155.572,20.72770117,-103.56679767,285.33,300.53,15.2,-0.2537,0.022,1489,1600,0.3,1.174,0,stanley
1774401155.612,20.72770117,-103.56679767,285.33,300.53,15.2,-0.2537,0.022,1489,1600,0.3,1.174,0,stanley
1774401155.6516,20.72770117,-103.56679767,285.33,300.53,15.2,-0.2537,0.022,1489,1600,0.3,1.174,0,stanley
1774401155.6915,20.72770117,-103.56679783,285.33,302.57,17.24,-0.2606,0.06,1470,1600,0.3,1.191,0,stanley
1774401155.7314,20.72770117,-103.56679792,285.15,303.68,18.53,-0.2674,0.08,1460,1600,0.3,1.199,0,stanley
1774401155.7715,20.72770117,-103.566798,285.33,304.86,19.53,-0.2674,0.102,1449,1600,0.3,1.208,0,stanley
1774401155.8117,20.72770117,-103.566798,285.33,304.86,19.53,-0.2674,0.102,1449,1600,0.3,1.208,0,stanley
1774401155.8514,20.72770117,-103.56679817,285.33,307.45,22.12,-0.2743,0.152,1424,1600,0.3,1.224,0,stanley
1774401155.8914,20.72770117,-103.56679817,285.33,307.45,22.12,-0.2743,0.152,1424,1600,0.3,1.224,0,stanley
1774401155.9316,20.72770117,-103.56679833,285.33,310.39,25.06,-0.2812,0.208,1396,1600,0.3,1.241,0,stanley
1774401155.9714,20.72770125,-103.56679833,286.06,308.37,22.31,-0.2642,0.168,1416,1600,0.3,1.243,0,stanley
1774401156.0116,20.72770125,-103.56679842,286.26,309.96,23.71,-0.2642,0.198,1401,1600,0.3,1.252,0,stanley
1774401156.0515,20.72770125,-103.5667985,286.06,311.67,25.61,-0.2711,0.234,1383,1600,0.3,1.26,0,stanley
1774401156.0917,20.72770125,-103.5667985,286.06,311.67,25.61,-0.2711,0.234,1383,1600,0.3,1.26,0,stanley
1774401156.1315,20.72770125,-103.56679858,286.26,313.51,27.25,-0.2711,0.27,1365,1600,0.3,1.269,0,stanley
1774401156.1714,20.72770125,-103.56679867,286.06,315.47,29.41,-0.2779,0.31,1345,1600,0.3,1.277,0,stanley
1774401156.2116,20.72770125,-103.56679875,286.26,317.58,31.32,-0.2779,0.352,1324,1600,0.3,1.285,0,stanley
1774401156.2554,20.72770133,-103.56679883,286.78,317.63,30.85,-0.2678,0.354,1323,1600,0.3,1.296,0,stanley
1774401156.2916,20.72770133,-103.56679892,286.99,320.09,33.1,-0.2678,0.404,1298,1600,0.3,1.304,0,stanley
1774401156.3315,20.72770142,-103.566799,286.06,320.38,34.32,-0.2747,0.422,1289,1600,0.3,1.315,0,stanley
1774401156.3714,20.72770142,-103.566799,286.06,320.38,34.32,-0.2747,0.422,1289,1600,0.3,1.315,0,stanley
1774401156.4116,20.72770142,-103.56679908,287.71,323.29,35.58,-0.2576,0.47,1265,1600,0.3,1.324,0,stanley
1774401156.4525,20.72770142,-103.56679908,287.71,323.29,35.58,-0.2576,0.47,1265,1600,0.3,1.324,0,stanley
1774401156.4914,20.72770142,-103.56679908,287.71,323.29,35.58,-0.2576,0.47,1265,1600,0.3,1.324,0,stanley
1774401156.5315,20.7277015,-103.56679925,288.43,327.49,39.06,-0.2475,0.56,1220,1600,0.3,1.343,0,stanley
1774401156.5714,20.7277015,-103.56679925,288.43,327.49,39.06,-0.2475,0.56,1220,1600,0.3,1.343,0,stanley
1774401156.6116,20.72770167,-103.56679933,288.66,325.87,37.21,-0.2304,0.54,1230,1600,0.3,1.356,0,stanley
1774401156.6514,20.72770167,-103.56679933,288.66,325.87,37.21,-0.2304,0.54,1230,1600,0.3,1.356,0,stanley
1774401156.6914,20.72770167,-103.56679942,288.43,330.48,42.05,-0.2373,0.638,1181,1600,0.3,1.364,0,stanley
1774401156.7315,20.72770167,-103.5667995,290.09,335.55,45.45,-0.2203,0.736,1132,1600,0.3,1.373,0,stanley
1774401156.7715,20.72770167,-103.5667995,290.09,335.55,45.45,-0.2203,0.736,1132,1600,0.3,1.373,0,stanley
1774401156.8117,20.72770175,-103.5667995,290.8,332.69,41.89,-0.2033,0.676,1162,1600,0.3,1.375,0,stanley
1774401156.8515,20.72770175,-103.56679958,291.05,338.71,47.66,-0.2033,0.8,1100,1600,0.3,1.384,0,stanley
1774401156.8914,20.72770183,-103.56679958,291.76,335.74,43.98,-0.1862,0.744,1128,1600,0.3,1.386,0,stanley
1774401156.9314,20.72770183,-103.56679958,291.76,335.74,43.98,-0.1862,0.744,1128,1600,0.3,1.386,0,stanley
1774401156.9714,20.72770183,-103.56679958,291.76,335.74,43.98,-0.1862,0.744,1128,1600,0.3,1.386,0,stanley
1774401157.0117,20.72770183,-103.56679958,291.76,335.74,43.98,-0.1862,0.744,1128,1600,0.3,1.386,0,stanley
1774401157.0525,20.72770192,-103.56679958,292.46,331.88,39.42,-0.1692,0.664,1168,1600,0.3,1.389,0,stanley
1774401157.0916,20.72770192,-103.56679958,292.46,331.88,39.42,-0.1692,0.664,1168,1600,0.3,1.389,0,stanley
1774401157.1315,20.727702,-103.56679967,293.43,336.11,42.67,-0.1522,0.756,1122,1600,0.3,1.4,0,stanley
1774401157.1714,20.727702,-103.56679967,293.43,336.11,42.67,-0.1522,0.756,1122,1600,0.3,1.4,0,stanley
1774401157.2116,20.72770208,-103.56679967,294.13,330.15,36.02,-0.1351,0.63,1185,1600,0.3,1.403,0,stanley
1774401157.2515,20.72770208,-103.56679967,294.13,330.15,36.02,-0.1351,0.63,1185,1600,0.3,1.403,0,stanley
1774401157.2915,20.72770208,-103.56679975,293.84,343.43,49.59,-0.142,0.8,1100,1600,0.3,1.411,0,stanley
1774401157.3315,20.727702,-103.56679975,293.16,347.07,53.91,-0.159,0.8,1100,1600,0.3,1.408,0,stanley
1774401157.3714,20.727702,-103.56679975,293.16,347.07,53.91,-0.159,0.8,1100,1600,0.3,1.408,0,stanley
1774401157.4117,20.72770208,-103.56679975,293.84,343.43,49.59,-0.142,0.8,1100,1600,0.3,1.411,0,stanley
1774401157.4515,20.72770217,-103.56679983,294.81,358.29,63.47,-0.125,0.8,1100,1500,0.3,1.422,0,stanley
1774401157.4914,20.72770217,-103.56679983,294.81,358.29,63.47,-0.125,0.8,1100,1500,0.3,1.422,0,stanley
1774401157.5315,20.72770217,-103.56679983,294.81,358.29,63.47,-0.125,0.8,1100,1500,0.3,1.422,0,stanley
1774401157.5714,20.72770225,-103.56679983,295.49,358.29,62.8,-0.1079,0.8,1100,1500,0.3,1.425,0,stanley
1774401157.6116,20.72770225,-103.56679975,295.8,358.29,62.49,-0.1011,0.8,1100,1500,0.3,1.417,0,stanley
1774401157.6514,20.72770217,-103.56679975,296.47,358.29,61.81,-0.1011,0.8,1100,1500,0.3,1.414,0,stanley
1774401157.6914,20.72770225,-103.56679975,297.14,358.29,61.15,-0.084,0.8,1100,1500,0.3,1.417,0,stanley
1774401157.7314,20.72770233,-103.56679975,296.47,358.29,61.81,-0.084,0.8,1100,1500,0.3,1.419,0,stanley
1774401157.7715,20.72770242,-103.56679967,297.46,358.29,60.82,-0.0601,0.8,1100,1500,0.3,1.414,0,stanley
1774401157.8118,20.72770242,-103.56679967,297.46,358.29,60.82,-0.0601,0.8,1100,1500,0.3,1.414,0,stanley
1774401157.8516,20.72770233,-103.56679958,298.46,358.29,59.82,-0.0532,0.8,1100,1600,0.3,1.403,0,stanley
1774401157.8914,20.72770233,-103.56679958,298.46,277.59,-20.88,-0.0532,-0.53,1765,1600,0.3,1.403,0,stanley
1774401157.9315,20.72770233,-103.56679942,298.46,274.62,-23.85,-0.0464,-0.588,1794,1600,0.3,1.387,0,stanley
1774401157.9714,20.72770242,-103.5667995,299.47,260.81,-38.66,-0.0293,-0.8,1900,1600,0.3,1.398,0,stanley
1774401158.0116,20.7277025,-103.5667995,300.13,247.02,-53.11,-0.0123,-0.8,1900,1600,0.3,1.401,0,stanley
1774401158.0514,20.7277025,-103.5667995,300.13,247.02,-53.11,-0.0123,-0.8,1900,1600,0.3,1.401,0,stanley
1774401158.0916,20.72770242,-103.5667995,300.78,260.81,-39.97,-0.0123,-0.8,1900,1600,0.3,1.398,0,stanley
1774401158.1314,20.72770242,-103.56679942,301.15,262.6,-38.55,-0.0054,-0.8,1900,1600,0.3,1.39,0,stanley
1774401158.1725,20.72770242,-103.56679942,301.15,262.6,-38.55,-0.0054,-0.8,1900,1600,0.3,1.39,0,stanley
1774401158.2116,20.7277025,-103.5667995,300.13,247.02,-53.11,-0.0123,-0.8,1900,1600,0.3,1.401,0,stanley
1774401158.2516,20.7277025,-103.5667995,300.13,247.02,-53.11,-0.0123,-0.8,1900,1600,0.3,1.401,0,stanley
1774401158.2915,20.7277025,-103.56679958,299.78,240.67,-59.11,-0.0192,-0.8,1900,1600,0.3,1.409,0,stanley
1774401158.3315,20.72770242,-103.56679958,299.13,257.9,-41.22,-0.0362,-0.8,1900,1600,0.3,1.406,0,stanley
1774401158.3714,20.72770242,-103.56679958,299.13,257.9,-41.22,-0.0362,-0.8,1900,1600,0.3,1.406,0,stanley
1774401158.4116,20.72770242,-103.56679958,299.13,257.9,-41.22,-0.0362,-0.8,1900,1600,0.3,1.406,0,stanley
1774401158.4514,20.7277025,-103.56679975,298.46,211.91,-86.56,-0.0431,-0.8,1900,1500,0.3,1.425,0,stanley
1774401158.4914,20.72770258,-103.56679975,299.13,211.91,-87.22,-0.0261,-0.8,1900,1500,0.3,1.429,0,stanley
1774401158.5316,20.72770258,-103.56679975,299.13,211.91,-87.22,-0.0261,-0.8,1900,1500,0.3,1.429,0,stanley
1774401158.5714,20.72770258,-103.56679992,299.13,211.91,-87.22,-0.0329,-0.8,1900,1500,0.3,1.445,0,stanley
1774401158.6117,20.7277025,-103.56679992,298.46,211.91,-86.56,-0.05,-0.8,1900,1500,0.3,1.442,0,stanley
1774401158.6514,20.72770258,-103.56679992,297.79,211.91,-85.89,-0.05,-0.8,1900,1500,0.3,1.445,0,stanley
1774401158.6915,20.72770258,-103.5668,297.46,211.91,-85.56,-0.0568,-0.8,1900,1500,0.3,1.453,0,stanley
1774401158.7315,20.72770258,-103.5668,297.46,211.91,-85.56,-0.0568,-0.8,1900,1500,0.3,1.453,0,stanley
1774401158.7714,20.7277025,-103.56679992,296.47,211.91,-84.57,-0.0739,-0.8,1900,1500,0.3,1.442,0,stanley
1774401158.8117,20.7277025,-103.56679983,296.79,211.91,-84.88,-0.067,-0.8,1900,1500,0.3,1.434,0,stanley
1774401158.8514,20.72770242,-103.56679975,295.8,211.91,-83.89,-0.084,-0.8,1900,1500,0.3,1.422,0,stanley
1774401158.8915,20.7277025,-103.56679975,295.11,211.91,-83.21,-0.084,-0.8,1900,1500,0.3,1.425,0,stanley
1774401158.9316,20.7277025,-103.56679992,295.11,211.91,-83.21,-0.0909,-0.8,1900,1500,0.3,1.442,0,stanley
1774401158.9714,20.7277025,-103.56680008,295.11,211.91,-83.21,-0.0978,-0.8,1900,1500,0.3,1.458,0,stanley
1774401159.0116,20.72770242,-103.56680008,294.42,211.91,-82.51,-0.1148,-0.8,1900,1500,0.3,1.455,0,stanley
1774401159.0515,20.72770242,-103.5668,294.13,211.91,-82.22,-0.1148,-0.8,1900,1500,0.3,1.447,0,stanley
1774401159.0916,20.72770242,-103.56679983,292.73,211.91,-80.83,-0.125,-0.8,1900,1500,0.3,1.431,0,stanley
1774401159.1316,20.72770242,-103.56679983,292.73,211.91,-80.83,-0.125,-0.8,1900,1500,0.3,1.431,0,stanley
1774401159.1714,20.72770242,-103.56679983,292.73,211.91,-80.83,-0.125,-0.8,1900,1500,0.3,1.431,0,stanley
1774401159.2116,20.72770233,-103.56679983,292.03,211.91,-80.12,-0.142,-0.8,1900,1500,0.3,1.428,0,stanley
1774401159.2516,20.72770233,-103.56679992,291.76,211.91,-79.85,-0.1489,-0.8,1900,1500,0.3,1.436,0,stanley
1774401159.2915,20.72770242,-103.56679992,291.05,211.91,-79.15,-0.1489,-0.8,1900,1500,0.3,1.439,0,stanley
1774401159.3315,20.72770242,-103.56679992,291.05,211.91,-79.15,-0.1489,-0.8,1900,1500,0.3,1.439,0,stanley
1774401159.3714,20.72770242,-103.56679983,290.8,211.91,-78.89,-0.1489,-0.8,1900,1500,0.3,1.431,0,stanley
1774401159.4116,20.72770233,-103.56679983,290.09,211.91,-78.19,-0.1659,-0.8,1900,1500,0.3,1.428,0,stanley
1774401159.4514,20.72770233,-103.56679983,290.09,211.91,-78.19,-0.1659,-0.8,1900,1500,0.3,1.428,0,stanley
1774401159.4914,20.72770233,-103.5668,288.66,211.91,-76.75,-0.1898,-0.8,1900,1500,0.3,1.444,0,stanley
1774401159.5315,20.72770233,-103.56679992,288.43,211.91,-76.53,-0.1898,-0.8,1900,1500,0.3,1.436,0,stanley
1774401159.5714,20.72770233,-103.56679983,288.66,211.91,-76.75,-0.183,-0.8,1900,1500,0.3,1.428,0,stanley
1774401159.6116,20.72770242,-103.56679983,287.93,211.91,-76.02,-0.183,-0.8,1900,1500,0.3,1.431,0,stanley
1774401159.6525,20.72770233,-103.56679975,286.99,211.91,-75.08,-0.2,-0.8,1900,1500,0.3,1.419,0,stanley
1774401159.6914,20.72770233,-103.56679983,287.2,211.91,-75.29,-0.2,-0.8,1900,1500,0.3,1.428,0,stanley
1774401159.7315,20.72770233,-103.56679992,286.99,211.91,-75.08,-0.2069,-0.8,1900,1500,0.3,1.436,0,stanley
1774401159.7714,20.72770233,-103.56679992,286.99,211.91,-75.08,-0.2069,-0.8,1900,1500,0.3,1.436,0,stanley
1774401159.8128,20.72770225,-103.56679992,286.26,211.91,-74.35,-0.2239,-0.8,1900,1500,0.3,1.433,0,stanley
1774401159.8514,20.72770225,-103.56679992,286.26,211.91,-74.35,-0.2239,-0.8,1900,1500,0.3,1.433,0,stanley
1774401159.8914,20.72770225,-103.56679983,286.06,211.91,-74.15,-0.2239,-0.8,1900,1500,0.3,1.425,0,stanley
1774401159.9315,20.72770233,-103.56679983,285.33,211.91,-73.43,-0.2239,-0.8,1900,1500,0.3,1.428,0,stanley
1774401159.9714,20.72770233,-103.56679983,285.33,211.91,-73.43,-0.2239,-0.8,1900,1500,0.3,1.428,0,stanley
1774401160.0116,20.72770225,-103.56679983,284.6,211.91,-72.69,-0.2409,-0.8,1900,1500,0.3,1.425,0,stanley
1774401160.0514,20.72770217,-103.56679983,283.86,211.91,-71.95,-0.258,-0.8,1900,1500,0.3,1.422,0,stanley
1774401160.0915,20.72770217,-103.56679983,283.86,211.91,-71.95,-0.258,-0.8,1900,1500,0.3,1.422,0,stanley
1774401160.1317,20.72770217,-103.56679983,283.86,211.91,-71.95,-0.258,-0.8,1900,1500,0.3,1.422,0,stanley
1774401160.1714,20.72770225,-103.56679983,283.12,211.91,-71.21,-0.258,-0.8,1900,1500,0.3,1.425,0,stanley
1774401160.2117,20.72770217,-103.56679992,282.22,211.91,-70.31,-0.2819,-0.8,1900,1500,0.3,1.43,0,stanley
1774401160.2518,20.72770217,-103.56679992,282.22,211.91,-70.31,-0.2819,-0.8,1900,1500,0.3,1.43,0,stanley
1774401160.2914,20.72770217,-103.56679992,282.22,211.91,-70.31,-0.2819,-0.8,1900,1500,0.3,1.43,0,stanley
1774401160.3314,20.72770217,-103.56679992,282.22,211.91,-70.31,-0.2819,-0.8,1900,1500,0.3,1.43,0,stanley
1774401160.3724,20.72770208,-103.56679992,281.48,211.91,-69.57,-0.2989,-0.8,1900,1500,0.3,1.427,0,stanley
1774401160.4116,20.72770208,-103.56679992,281.48,211.91,-69.57,-0.2989,-0.8,1900,1500,0.3,1.427,0,stanley
1774401160.4525,20.72770217,-103.56679992,280.73,211.91,-68.82,-0.2989,-0.8,1900,1500,0.3,1.43,0,stanley
1774401160.4914,20.72770208,-103.56679975,279.98,211.91,-68.07,-0.3091,-0.8,1900,1500,0.3,1.411,0,stanley
1774401160.5315,20.72770208,-103.56679983,279.86,211.91,-67.95,-0.3159,-0.8,1900,1500,0.3,1.419,0,stanley
1774401160.5715,20.72770208,-103.56679983,279.86,211.91,-67.95,-0.3159,-0.8,1900,1500,0.3,1.419,0,stanley
1774401160.6116,20.727702,-103.56679992,279.22,211.91,-67.32,-0.333,-0.8,1900,1500,0.3,1.425,0,stanley
1774401160.6514,20.727702,-103.56679983,279.11,211.91,-67.21,-0.333,-0.8,1900,1500,0.3,1.417,0,stanley
1774401160.6915,20.727702,-103.56679983,279.11,211.91,-67.21,-0.333,-0.8,1900,1500,0.3,1.417,0,stanley
1774401160.7315,20.727702,-103.56679983,279.11,211.91,-67.21,-0.333,-0.8,1900,1500,0.3,1.417,0,stanley
1774401160.7714,20.72770192,-103.56679983,278.36,211.91,-66.46,-0.35,-0.8,1900,1500,0.3,1.414,0,stanley
1774401160.8117,20.72770192,-103.56679983,278.36,211.91,-66.46,-0.35,-0.8,1900,1500,0.3,1.414,0,stanley
1774401160.8525,20.727702,-103.56679983,277.61,211.91,-65.71,-0.35,-0.8,1900,1500,0.3,1.417,0,stanley
1774401160.8914,20.727702,-103.56679983,277.61,211.91,-65.71,-0.35,-0.8,1900,1500,0.3,1.417,0,stanley
1774401160.9325,20.72770192,-103.56679983,276.86,211.91,-64.95,-0.367,-0.8,1900,1500,0.3,1.414,0,stanley
1774401160.9715,20.72770183,-103.56679983,276.1,211.91,-64.2,-0.3841,-0.8,1900,1500,0.3,1.411,0,stanley
1774401161.0116,20.72770183,-103.56679983,276.1,211.91,-64.2,-0.3841,-0.8,1900,1500,0.3,1.411,0,stanley
1774401161.0514,20.72770192,-103.56679983,275.34,211.91,-63.44,-0.3841,-0.8,1900,1500,0.3,1.414,0,stanley
1774401161.0915,20.72770192,-103.56679983,275.34,211.91,-63.44,-0.3841,-0.8,1900,1500,0.3,1.414,0,stanley
1774401161.1314,20.72770183,-103.56679983,274.58,211.91,-62.68,-0.4011,-0.8,1900,1500,0.3,1.411,0,stanley
1774401161.1715,20.72770183,-103.56679983,274.58,211.91,-62.68,-0.4011,-0.8,1900,1500,0.3,1.411,0,stanley
1774401161.2116,20.72770183,-103.56679975,274.53,211.91,-62.62,-0.4011,-0.8,1900,1500,0.3,1.403,0,stanley
1774401161.2553,20.72770183,-103.56679975,274.53,211.91,-62.62,-0.4011,-0.8,1900,1500,0.3,1.403,0,stanley
1774401161.2916,20.72770183,-103.56679975,273.02,211.91,-61.12,-0.4181,-0.8,1900,1500,0.3,1.403,0,stanley
1774401161.3315,20.72770175,-103.56679975,272.27,211.91,-60.36,-0.4352,-0.8,1900,1500,0.3,1.4,0,stanley
1774401161.3717,20.72770175,-103.56679975,272.27,211.91,-60.36,-0.4352,-0.8,1900,1500,0.3,1.4,0,stanley
1774401161.4116,20.72770175,-103.56679975,272.27,211.91,-60.36,-0.4352,-0.8,1900,1500,0.3,1.4,0,stanley
1774401161.4514,20.72770175,-103.56679975,272.27,211.91,-60.36,-0.4352,-0.8,1900,1500,0.3,1.4,0,stanley
1774401161.4914,20.72770167,-103.56679975,271.51,211.91,-59.61,-0.4522,-0.8,1900,1600,0.3,1.398,0,stanley
1774401161.5316,20.72770158,-103.56679975,270.76,353.88,83.12,-0.4692,0.8,1100,1500,0.3,1.395,0,stanley
1774401161.5714,20.72770158,-103.56679975,270.76,353.88,83.12,-0.4692,0.8,1100,1500,0.3,1.395,0,stanley
1774401161.6116,20.72770167,-103.56679967,270.0,353.88,83.88,-0.4624,0.8,1100,1500,0.3,1.389,0,stanley
1774401161.6514,20.72770167,-103.56679967,270.0,353.88,83.88,-0.4624,0.8,1100,1500,0.3,1.389,0,stanley
1774401161.6915,20.72770158,-103.56679975,269.24,353.88,84.63,-0.4863,0.8,1100,1500,0.3,1.395,0,stanley
1774401161.7314,20.7277015,-103.56679975,268.49,353.88,85.39,-0.5033,0.8,1100,1500,0.3,1.393,0,stanley
1774401161.7724,20.7277015,-103.56679975,268.49,353.88,85.39,-0.5033,0.8,1100,1500,0.3,1.393,0,stanley
1774401161.8129,20.7277015,-103.56679975,268.49,353.88,85.39,-0.5033,0.8,1100,1500,0.3,1.393,0,stanley
1774401161.8514,20.72770158,-103.56679975,269.24,353.88,84.63,-0.4863,0.8,1100,1500,0.3,1.395,0,stanley
1774401161.8914,20.7277015,-103.56679983,270.0,353.88,83.88,-0.4863,0.8,1100,1500,0.3,1.401,0,stanley
1774401161.9314,20.7277015,-103.56679992,270.0,353.88,83.88,-0.4932,0.8,1100,1500,0.3,1.41,0,stanley
1774401161.9714,20.72770158,-103.56679983,270.77,353.88,83.11,-0.4692,0.8,1100,1500,0.3,1.404,0,stanley
1774401162.0116,20.72770158,-103.56679975,270.76,353.88,83.12,-0.4692,0.8,1100,1500,0.3,1.395,0,stanley
1774401162.0514,20.72770167,-103.56679975,271.51,353.88,82.37,-0.4522,0.8,1100,1500,0.3,1.398,0,stanley
1774401162.0918,20.72770167,-103.56679983,271.53,353.88,82.35,-0.4522,0.8,1100,1500,0.3,1.406,0,stanley
1774401162.1316,20.72770158,-103.56679975,272.27,353.88,81.61,-0.4522,0.8,1100,1500,0.3,1.395,0,stanley
1774401162.1716,20.72770167,-103.56679975,273.02,353.88,80.85,-0.4352,0.8,1100,1500,0.3,1.398,0,stanley
1774401162.2116,20.72770167,-103.56679975,273.02,353.88,80.85,-0.4352,0.8,1100,1500,0.3,1.398,0,stanley
1774401162.2518,20.72770167,-103.56679983,273.06,353.88,80.82,-0.4352,0.8,1100,1500,0.3,1.406,0,stanley
1774401162.2915,20.72770175,-103.56679983,273.82,353.88,80.05,-0.4181,0.8,1100,1500,0.3,1.409,0,stanley
1774401162.3315,20.72770167,-103.56679983,274.58,353.88,79.29,-0.4181,0.8,1100,1500,0.3,1.406,0,stanley
1774401162.3724,20.72770167,-103.56679975,274.53,353.88,79.35,-0.4181,0.8,1100,1500,0.3,1.398,0,stanley
1774401162.4116,20.72770158,-103.56679975,275.28,353.88,78.6,-0.4181,0.8,1100,1500,0.3,1.395,0,stanley
1774401162.4514,20.72770167,-103.56679983,276.1,353.88,77.77,-0.4011,0.8,1100,1500,0.3,1.406,0,stanley
1774401162.4924,20.72770175,-103.56679983,276.86,353.88,77.02,-0.3841,0.8,1100,1500,0.3,1.409,0,stanley
1774401162.5315,20.72770175,-103.56679983,276.86,353.88,77.02,-0.3841,0.8,1100,1500,0.3,1.409,0,stanley
1774401162.5714,20.72770175,-103.56679983,276.86,353.88,77.02,-0.3841,0.8,1100,1500,0.3,1.409,0,stanley
1774401162.6116,20.72770175,-103.56679983,276.86,353.88,77.02,-0.3841,0.8,1100,1500,0.3,1.409,0,stanley
1774401162.6514,20.72770175,-103.56679983,278.36,353.88,75.51,-0.367,0.8,1100,1500,0.3,1.409,0,stanley
1774401162.6914,20.72770175,-103.56679967,278.36,353.88,75.51,-0.3602,0.8,1100,1500,0.3,1.392,0,stanley
1774401162.7314,20.72770175,-103.56679967,278.36,353.88,75.51,-0.3602,0.8,1100,1500,0.3,1.392,0,stanley
1774401162.7725,20.72770175,-103.56679975,278.47,353.88,75.41,-0.3602,0.8,1100,1500,0.3,1.4,0,stanley
1774401162.8116,20.72770183,-103.56679983,279.11,353.88,74.77,-0.35,0.8,1100,1500,0.3,1.411,0,stanley
1774401162.8514,20.72770175,-103.56679975,279.98,353.88,73.9,-0.3431,0.8,1100,1500,0.3,1.4,0,stanley
1774401162.8924,20.72770175,-103.56679975,279.98,353.88,73.9,-0.3431,0.8,1100,1500,0.3,1.4,0,stanley
1774401162.9315,20.72770183,-103.56679975,280.73,353.88,73.15,-0.3261,0.8,1100,1500,0.3,1.403,0,stanley
1774401162.9714,20.72770175,-103.56679975,281.48,353.88,72.4,-0.3261,0.8,1100,1500,0.3,1.4,0,stanley
1774401163.0116,20.72770175,-103.56679975,281.48,353.88,72.4,-0.3261,0.8,1100,1500,0.3,1.4,0,stanley
1774401163.0525,20.72770175,-103.56679967,281.62,353.88,72.26,-0.3192,0.8,1100,1500,0.3,1.392,0,stanley
1774401163.0924,20.72770183,-103.56679967,282.37,353.88,71.51,-0.3022,0.8,1100,1500,0.3,1.395,0,stanley
1774401163.1325,20.72770183,-103.56679975,282.22,353.88,71.66,-0.3091,0.8,1100,1500,0.3,1.403,0,stanley
1774401163.1725,20.72770192,-103.56679983,283.12,353.88,70.76,-0.292,0.8,1100,1500,0.3,1.414,0,stanley
1774401163.2117,20.72770183,-103.56679975,283.69,353.88,70.19,-0.292,0.8,1100,1500,0.3,1.403,0,stanley
1774401163.2515,20.72770183,-103.56679967,283.86,353.88,70.02,-0.2852,0.8,1100,1500,0.3,1.395,0,stanley
1774401163.2914,20.72770183,-103.56679967,283.86,353.88,70.02,-0.2852,0.8,1100,1500,0.3,1.395,0,stanley
1774401163.3314,20.72770183,-103.56679967,285.33,353.88,68.55,-0.2681,0.8,1100,1500,0.3,1.395,0,stanley
1774401163.3724,20.72770183,-103.56679967,285.33,353.88,68.55,-0.2681,0.8,1100,1500,0.3,1.395,0,stanley
1774401163.4115,20.72770183,-103.56679967,285.33,353.88,68.55,-0.2681,0.8,1100,1500,0.3,1.395,0,stanley
